Data export from TecQuipment CE2000

Data series 1

    Time    Squar    veloc    Vmoto    error 
    16.63    2.130    9.280   10.010    2.140
    16.70    2.130    9.280   10.010    2.140
    16.76    2.130    9.285   10.005    2.140
    16.83    2.130    9.285   10.000    2.140
    16.90    2.130    9.285   10.000    2.140
    16.96    2.130    9.285   10.000    2.140
    17.03    2.130    9.285   10.000    2.140
    17.09    2.130    9.285   10.000    2.140
    17.16    2.130    9.280   10.000    2.140
    17.23    2.130    9.280   10.000    2.140
    17.29    2.130    9.275   10.005    2.140
    17.36    2.130    9.275   10.005    2.140
    17.42    2.130    9.275   10.000    2.140
    17.49    2.130    9.270   10.005    2.140
    17.56    2.130    9.275   10.005    2.140
    17.62    2.130    9.275   10.000    2.140
    17.69    2.130    9.275   10.000    2.140
    17.75    2.130    9.275   10.005    2.140
    17.82    2.130    9.280   10.005    2.140
    17.89    2.135    9.280   10.010    2.140
    17.95    2.135    9.280   10.010    2.140
    18.02    2.130    9.280   10.010    2.145
    18.08    2.130    9.275   10.010    2.140
    18.15    2.130    9.275   10.010    2.140
    18.22    2.135    9.275   10.010    2.140
    18.28    2.130    9.275   10.015    2.140
    18.35    2.135    9.270   10.015    2.145
    18.41    2.130    9.270   10.015    2.140
    18.48    2.135    9.270   10.010    2.140
    18.55    2.130    9.275   10.010    2.140
    18.61    2.135    9.275   10.010    2.140
    18.68    2.130    9.275   10.015    2.140
    18.74    2.130    9.280   10.010    2.140
    18.81    2.135    9.280   10.010    2.140
    18.88    2.130    9.285   10.010    2.140
    18.94    2.130    9.280   10.010    2.140
    19.01    2.130    9.280   10.010    2.140
    19.07    2.130    9.280   10.005    2.140
    19.14    2.130    9.280   10.000    2.140
    19.21    2.130    9.275   10.000    2.135
    19.27    2.130    9.275   10.000    2.135
    19.34    2.130    9.270   10.005    2.140
    19.40    2.130    9.270   10.000    2.140
    19.47    2.135    9.275   10.000    2.135
    19.54    2.130    9.275   10.000    2.140
    19.60    2.130    9.275   10.005    2.140
    19.67    2.130    9.275   10.000    2.140
    19.73    2.130    9.275   10.000    2.140
    19.80    2.130    9.275   10.000    2.140
    19.87    2.130    9.280   10.000    2.140
    19.93    2.130    9.280   10.005    2.140
    20.00    2.130    9.275   10.005    2.140
    20.06    2.135    9.275   10.005    2.140
    20.13    2.135    9.270   10.015    2.140
    20.20    2.130    9.270   10.010    2.140
    20.26    2.130    9.270   10.010    2.140
    20.33    2.130    9.270   10.010    2.140
    20.39    2.130    9.270   10.010    2.140
    20.46    2.130    9.275   10.010    2.140
    20.53    2.130    9.275   10.010    2.140
    20.59    2.135    9.275   10.010    2.140
    20.66    2.130    9.275   10.010    2.140
    20.72    2.135    9.280   10.010    2.145
    20.79    2.135    9.280   10.015    2.145
    20.86    2.130    9.280   10.010    2.140
    20.92    2.130    9.280   10.010    2.140
    20.99    2.130    9.275   10.010    2.140
    21.05    2.130    9.280   10.015    2.145
