Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 heater input 
  1410.82    2.650    2.650    0.000
  1410.88    2.650    2.650    0.000
  1410.95    2.650    2.650    0.000
  1411.01    2.650    2.650    0.000
  1411.08    2.650    2.650    0.000
  1411.15    2.650    2.650    0.000
  1411.21    2.650    2.650    0.000
  1411.28    2.650    2.650    0.000
  1411.34    2.650    2.650    0.000
  1411.41    2.650    2.650    0.000
  1411.48    2.650    2.650    0.000
  1411.54    2.650    2.650    0.000
  1411.61    2.645    2.650    0.000
  1411.67    2.645    2.650    0.000
  1411.74    2.645    2.650    0.000
  1411.81    2.645    2.650    0.000
  1411.87    2.645    2.650    0.000
  1411.94    2.645    2.650    0.000
  1412.00    2.645    2.650    0.000
  1412.07    2.645    2.650    0.000
  1412.14    2.645    2.650    0.000
  1412.20    2.645    2.650    0.000
  1412.27    2.645    2.650    0.000
  1412.33    2.645    2.650    0.000
  1412.40    2.645    2.650    0.000
  1412.47    2.645    2.650    0.000
  1412.53    2.645    2.650    0.000
  1412.60    2.645    2.650    0.000
  1412.66    2.645    2.645    0.000
  1412.73    2.645    2.645    0.000
  1412.80    2.645    2.645    0.000
  1412.86    2.645    2.650    0.000
  1412.93    2.645    2.645    0.000
  1412.99    2.645    2.650    0.000
  1413.06    2.645    2.645    0.000
  1413.13    2.645    2.645    0.000
  1413.19    2.645    2.645    0.000
  1413.26    2.645    2.645    0.000
  1413.32    2.645    2.645    0.000
  1413.39    2.645    2.645    0.000
  1413.46    2.645    2.645    0.000
  1413.52    2.645    2.645    0.000
  1413.59    2.645    2.645    0.000
  1413.65    2.645    2.645    0.000
  1413.72    2.645    2.645    0.000
  1413.79    2.645    2.645    0.000
  1413.85    2.645    2.645    0.000
  1413.92    2.645    2.645    0.000
  1413.98    2.645    2.645    0.000
  1414.05    2.645    2.645    0.000
  1414.12    2.645    2.645    0.000
  1414.18    2.645    2.645    0.000
  1414.25    2.645    2.645    0.000
  1414.31    2.640    2.645    0.000
  1414.38    2.645    2.645    0.000
  1414.45    2.640    2.645    0.000
  1414.51    2.645    2.645    0.000
  1414.58    2.640    2.645    0.000
  1414.64    2.640    2.645    0.000
  1414.71    2.640    2.645    0.000
  1414.78    2.640    2.645    0.000
  1414.84    2.645    2.645    0.000
  1414.91    2.640    2.645    0.000
  1414.97    2.645    2.645    0.000
  1415.04    2.640    2.645    0.000
  1415.11    2.640    2.645    0.000
  1415.17    2.640    2.640    0.000
  1415.24    2.640    2.640    0.000
  1415.30    2.640    2.645    0.000
  1415.37    2.640    2.640    0.000
  1415.44    2.640    2.645    0.000
  1415.50    2.640    2.645    0.000
  1415.57    2.640    2.640    0.000
  1415.63    2.640    2.640    0.000
  1415.70    2.640    2.640    0.000
  1415.77    2.640    2.640    0.000
  1415.83    2.640    2.640    0.000
  1415.90    2.640    2.640    0.000
  1415.96    2.640    2.640    0.000
  1416.03    2.640    2.640    0.000
  1416.10    2.640    2.640    0.000
  1416.16    2.640    2.640    0.000
  1416.23    2.640    2.640    0.000
  1416.29    2.640    2.640    0.000
  1416.36    2.640    2.640    0.000
  1416.43    2.640    2.640    0.000
  1416.49    2.640    2.640    0.000
  1416.56    2.640    2.640    0.000
  1416.62    2.640    2.640    0.000
  1416.69    2.640    2.640    0.000
  1416.76    2.640    2.640    0.000
  1416.82    2.640    2.640    0.000
  1416.89    2.640    2.640    0.000
  1416.95    2.640    2.640    0.000
  1417.02    2.640    2.640    0.000
  1417.09    2.640    2.640    0.000
  1417.15    2.640    2.640    0.000
  1417.22    2.640    2.640    0.000
  1417.28    2.640    2.640    0.000
  1417.35    2.640    2.640    0.000
  1417.42    2.640    2.640    0.000
  1417.48    2.640    2.640    0.000
  1417.55    2.640    2.640    0.000
  1417.61    2.640    2.640    0.000
  1417.68    2.640    2.640    0.000
  1417.75    2.640    2.640    0.000
  1417.81    2.640    2.640    0.000
  1417.88    2.640    2.640    0.000
  1417.94    2.635    2.640    0.000
  1418.01    2.635    2.635    0.000
  1418.08    2.635    2.640    0.000
  1418.14    2.635    2.640    0.000
  1418.21    2.635    2.635    0.000
  1418.27    2.635    2.635    0.000
  1418.34    2.635    2.635    0.000
  1418.41    2.635    2.635    0.000
  1418.47    2.635    2.635    0.000
  1418.54    2.635    2.635    0.000
  1418.60    2.635    2.635    0.000
  1418.67    2.635    2.635    0.000
  1418.74    2.635    2.635    0.000
  1418.80    2.635    2.635    0.000
  1418.87    2.635    2.635    0.000
  1418.93    2.635    2.635    0.000
  1419.00    2.635    2.635    0.000
  1419.07    2.635    2.635    0.000
  1419.13    2.635    2.635    0.000
  1419.20    2.635    2.635    0.000
  1419.26    2.635    2.635    0.000
  1419.33    2.635    2.635    0.000
  1419.40    2.635    2.635    0.000
  1419.46    2.635    2.635    0.000
  1419.53    2.635    2.635    0.000
  1419.59    2.635    2.635    0.000
  1419.66    2.635    2.635    0.000
  1419.73    2.635    2.635    0.000
  1419.79    2.635    2.635    0.000
  1419.86    2.635    2.635    0.000
  1419.92    2.635    2.635    0.000
  1419.99    2.635    2.635    0.000
  1420.06    2.635    2.635    0.000
  1420.12    2.635    2.635    0.000
  1420.19    2.635    2.635    0.000
  1420.25    2.635    2.635    0.000
  1420.32    2.635    2.635    0.000
  1420.39    2.635    2.635    0.000
  1420.45    2.635    2.635    0.000
  1420.52    2.635    2.635    0.000
  1420.58    2.635    2.635    0.000
  1420.65    2.635    2.635    0.000
  1420.72    2.635    2.635    0.000
  1420.78    2.635    2.635    0.000
  1420.85    2.635    2.635    0.000
  1420.91    2.635    2.635    0.000
  1420.98    2.635    2.635    0.000
  1421.05    2.635    2.635    0.000
  1421.11    2.630    2.630    0.000
  1421.18    2.630    2.635    0.000
  1421.24    2.630    2.630    0.000
  1421.31    2.630    2.630    0.000
  1421.38    2.630    2.630    0.000
  1421.44    2.630    2.630    0.000
  1421.51    2.630    2.630    0.000
  1421.57    2.630    2.630    0.000
  1421.64    2.630    2.630    0.000
  1421.71    2.630    2.630    0.000
  1421.77    2.630    2.630    0.000
  1421.84    2.630    2.630    0.000
  1421.90    2.630    2.630    0.000
  1421.97    2.630    2.630    0.000
  1422.04    2.630    2.630    0.000
  1422.10    2.630    2.630    0.000
  1422.17    2.630    2.630    0.000
  1422.23    2.630    2.630    0.000
  1422.30    2.630    2.630    0.000
  1422.37    2.630    2.630    0.000
  1422.43    2.630    2.630    0.000
  1422.50    2.630    2.630    0.000
  1422.56    2.630    2.630    0.000
  1422.63    2.630    2.630    0.000
  1422.70    2.630    2.630    0.000
  1422.76    2.630    2.630    0.000
  1422.83    2.630    2.630    0.000
  1422.89    2.630    2.630    0.000
  1422.96    2.630    2.630    0.000
  1423.03    2.630    2.630    0.000
  1423.09    2.630    2.630    0.000
  1423.16    2.630    2.630    0.000
  1423.22    2.630    2.630    0.000
  1423.29    2.630    2.630    0.000
  1423.36    2.630    2.630    0.000
  1423.42    2.630    2.630    0.000
  1423.49    2.630    2.630    0.000
  1423.55    2.630    2.630    0.000
  1423.62    2.630    2.630    0.000
  1423.69    2.630    2.630    0.000
  1423.75    2.630    2.630    0.000
  1423.82    2.630    2.630    0.000
  1423.88    2.630    2.630    0.000
  1423.95    2.630    2.630    0.000
  1424.02    2.630    2.625    0.000
  1424.08    2.630    2.630    0.000
  1424.15    2.630    2.625    0.000
  1424.21    2.630    2.630    0.000
  1424.28    2.630    2.630    0.000
  1424.35    2.630    2.625    0.000
  1424.41    2.630    2.625    0.000
  1424.48    2.630    2.625    0.000
  1424.54    2.630    2.625    0.000
  1424.61    2.630    2.630    0.000
  1424.68    2.630    2.625    0.000
  1424.74    2.630    2.625    0.000
  1424.81    2.630    2.625    0.000
  1424.87    2.630    2.625    0.000
  1424.94    2.630    2.625    0.000
  1425.01    2.630    2.625    0.000
  1425.07    2.625    2.625    0.000
  1425.14    2.630    2.625    0.000
  1425.20    2.625    2.625    0.000
  1425.27    2.630    2.625    0.000
  1425.34    2.630    2.625    0.000
  1425.40    2.625    2.625    0.000
  1425.47    2.625    2.625    0.000
  1425.53    2.625    2.625    0.000
  1425.60    2.625    2.625    0.000
  1425.67    2.625    2.625    0.000
  1425.73    2.625    2.625    0.000
  1425.80    2.625    2.625    0.000
  1425.86    2.625    2.625    0.000
  1425.93    2.625    2.625    0.000
  1426.00    2.625    2.625    0.000
  1426.06    2.625    2.625    0.000
  1426.13    2.625    2.625    0.000
  1426.19    2.625    2.625    0.000
  1426.26    2.625    2.625    0.000
  1426.33    2.625    2.625    0.000
  1426.39    2.625    2.625    0.000
  1426.46    2.625    2.625    0.000
  1426.52    2.625    2.625    0.000
  1426.59    2.625    2.625    0.000
  1426.66    2.625    2.625    0.000
  1426.72    2.625    2.625    0.000
  1426.79    2.625    2.625    0.000
  1426.85    2.625    2.625    0.000
  1426.92    2.625    2.625    0.000
  1426.99    2.625    2.625    0.000
  1427.05    2.625    2.625    0.000
  1427.12    2.625    2.620    0.000
  1427.18    2.625    2.625    0.000
  1427.25    2.625    2.625    0.000
  1427.32    2.625    2.620    0.000
  1427.38    2.625    2.625    0.000
  1427.45    2.625    2.625    0.000
  1427.51    2.625    2.625    0.000
  1427.58    2.625    2.620    0.000
  1427.65    2.625    2.620    0.000
  1427.71    2.625    2.620    0.000
  1427.78    2.625    2.625    0.000
  1427.84    2.625    2.620    0.000
  1427.91    2.625    2.620    0.000
  1427.98    2.625    2.620    0.000
  1428.04    2.625    2.620    0.000
  1428.11    2.625    2.620    0.000
  1428.17    2.625    2.620    0.000
  1428.24    2.625    2.620    0.000
  1428.31    2.625    2.620    0.000
  1428.37    2.625    2.620    0.000
  1428.44    2.625    2.620    0.000
  1428.50    2.620    2.620    0.000
  1428.57    2.625    2.620    0.000
  1428.64    2.625    2.620    0.000
  1428.70    2.625    2.620    0.000
  1428.77    2.620    2.620    0.000
  1428.83    2.620    2.620    0.000
  1428.90    2.620    2.620    0.000
  1428.97    2.620    2.620    0.000
  1429.03    2.620    2.620    0.000
  1429.10    2.620    2.620    0.000
  1429.16    2.620    2.620    0.000
  1429.23    2.620    2.620    0.000
  1429.30    2.620    2.620    0.000
  1429.36    2.620    2.620    0.000
  1429.43    2.620    2.620    0.000
  1429.49    2.620    2.620    0.000
  1429.56    2.620    2.620    0.000
  1429.63    2.620    2.620    0.000
  1429.69    2.620    2.620    0.000
  1429.76    2.620    2.620    0.000
  1429.82    2.620    2.620    0.000
  1429.89    2.620    2.620    0.000
  1429.96    2.620    2.620    0.000
  1430.02    2.620    2.620    0.000
  1430.09    2.620    2.620    0.000
  1430.15    2.620    2.620    0.000
  1430.22    2.620    2.620    0.000
  1430.29    2.620    2.620    0.000
  1430.35    2.620    2.620    0.000
  1430.42    2.620    2.620    0.000
  1430.48    2.620    2.620    0.000
  1430.55    2.620    2.620    0.000
  1430.62    2.620    2.620    0.000
  1430.68    2.620    2.620    0.000
  1430.75    2.620    2.615    0.000
  1430.81    2.620    2.620    0.000
  1430.88    2.620    2.615    0.000
  1430.95    2.620    2.615    0.000
  1431.01    2.620    2.615    0.000
  1431.08    2.620    2.615    0.000
  1431.14    2.620    2.615    0.000
  1431.21    2.620    2.615    0.000
  1431.28    2.620    2.615    0.000
  1431.34    2.620    2.615    0.000
  1431.41    2.620    2.615    0.000
  1431.47    2.620    2.615    0.000
  1431.54    2.620    2.615    0.000
  1431.61    2.620    2.615    0.000
  1431.67    2.620    2.615    0.000
  1431.74    2.620    2.615    0.000
  1431.80    2.620    2.615    0.000
  1431.87    2.620    2.615    0.000
  1431.94    2.620    2.615    0.000
  1432.00    2.620    2.615    0.000
  1432.07    2.620    2.615    0.000
  1432.13    2.620    2.615    0.000
  1432.20    2.615    2.615    0.000
  1432.27    2.620    2.615    0.000
  1432.33    2.620    2.615    0.000
  1432.40    2.615    2.615    0.000
  1432.46    2.615    2.615    0.000
  1432.53    2.615    2.615    0.000
  1432.60    2.620    2.615    0.000
  1432.66    2.615    2.615    0.000
  1432.73    2.615    2.615    0.000
  1432.79    2.615    2.615    0.000
  1432.86    2.615    2.615    0.000
  1432.93    2.615    2.615    0.000
  1432.99    2.615    2.615    0.000
  1433.06    2.615    2.615    0.000
  1433.12    2.615    2.615    0.000
  1433.19    2.615    2.615    0.000
  1433.26    2.615    2.615    0.000
  1433.32    2.615    2.615    0.000
  1433.39    2.615    2.615    0.000
  1433.45    2.615    2.615    0.000
  1433.52    2.615    2.615    0.000
  1433.59    2.615    2.615    0.000
  1433.65    2.615    2.615    0.000
  1433.72    2.615    2.615    0.000
  1433.78    2.615    2.615    0.000
  1433.85    2.615    2.615    0.000
  1433.92    2.615    2.615    0.000
  1433.98    2.615    2.615    0.000
  1434.05    2.615    2.610    0.000
  1434.11    2.615    2.615    0.000
  1434.18    2.615    2.615    0.000
  1434.25    2.615    2.610    0.000
  1434.31    2.615    2.615    0.000
  1434.38    2.615    2.610    0.000
  1434.44    2.615    2.610    0.000
  1434.51    2.615    2.610    0.000
  1434.58    2.615    2.610    0.000
  1434.64    2.615    2.610    0.000
  1434.71    2.615    2.610    0.000
  1434.77    2.615    2.610    0.000
  1434.84    2.615    2.610    0.000
  1434.91    2.615    2.610    0.000
  1434.97    2.615    2.610    0.000
  1435.04    2.615    2.610    0.000
  1435.10    2.615    2.610    0.000
  1435.17    2.615    2.610    0.000
  1435.24    2.615    2.610    0.000
  1435.30    2.615    2.610    0.000
  1435.37    2.615    2.610    0.000
  1435.43    2.615    2.610    0.000
  1435.50    2.615    2.610    0.000
  1435.57    2.615    2.610    0.000
  1435.63    2.615    2.610    0.000
  1435.70    2.615    2.610    0.000
  1435.76    2.615    2.610    0.000
  1435.83    2.615    2.610    0.000
  1435.90    2.615    2.610    0.000
  1435.96    2.615    2.610    0.000
  1436.03    2.615    2.610    0.000
  1436.09    2.610    2.610    0.000
  1436.16    2.615    2.610    0.000
  1436.23    2.615    2.610    0.000
  1436.29    2.615    2.610    0.000
  1436.36    2.610    2.610    0.000
  1436.42    2.610    2.610    0.000
  1436.49    2.610    2.610    0.000
  1436.56    2.610    2.610    0.000
  1436.62    2.610    2.610    0.000
  1436.69    2.610    2.610    0.000
  1436.75    2.610    2.610    0.000
  1436.82    2.610    2.610    0.000
  1436.89    2.610    2.610    0.000
  1436.95    2.610    2.605    0.000
  1437.02    2.610    2.610    0.000
  1437.08    2.610    2.605    0.000
  1437.15    2.610    2.605    0.000
  1437.22    2.610    2.605    0.000
  1437.28    2.610    2.605    0.000
  1437.35    2.610    2.605    0.000
  1437.41    2.610    2.605    0.000
  1437.48    2.610    2.605    0.000
  1437.55    2.610    2.605    0.000
  1437.61    2.610    2.605    0.000
  1437.68    2.610    2.605    0.000
  1437.74    2.610    2.605    0.000
  1437.81    2.610    2.605    0.000
  1437.88    2.610    2.605    0.000
  1437.94    2.610    2.605    0.000
  1438.01    2.610    2.605    0.000
  1438.07    2.610    2.605    0.000
  1438.14    2.610    2.605    0.000
  1438.21    2.610    2.605    0.000
  1438.27    2.610    2.605    0.000
  1438.34    2.610    2.605    0.000
  1438.40    2.610    2.605    0.000
  1438.47    2.610    2.605    0.000
  1438.54    2.610    2.605    0.000
  1438.60    2.610    2.605    0.000
  1438.67    2.610    2.605    0.000
  1438.73    2.610    2.605    0.000
  1438.80    2.610    2.605    0.000
  1438.87    2.610    2.605    0.000
  1438.93    2.610    2.605    0.000
  1439.00    2.610    2.605    0.000
  1439.06    2.610    2.605    0.000
  1439.13    2.610    2.605    0.000
  1439.20    2.610    2.605    0.000
  1439.26    2.610    2.605    0.000
  1439.33    2.610    2.605    0.000
  1439.39    2.610    2.605    0.000
  1439.46    2.610    2.605    0.000
  1439.53    2.610    2.605    0.000
  1439.59    2.610    2.605    0.000
  1439.66    2.605    2.605    0.000
  1439.72    2.610    2.605    0.000
  1439.79    2.610    2.605    0.000
  1439.86    2.610    2.605    0.000
  1439.92    2.610    2.605    0.000
