Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 heater input 
   889.88    2.670    2.675    0.000
   889.94    2.670    2.680    0.000
   890.01    2.670    2.675    0.000
   890.08    2.670    2.680    0.000
   890.14    2.670    2.675    0.000
   890.21    2.670    2.675    0.000
   890.27    2.670    2.675    0.000
   890.34    2.670    2.675    0.000
   890.41    2.670    2.675    0.000
   890.47    2.670    2.675    0.000
   890.54    2.670    2.675    0.000
   890.60    2.670    2.675    0.000
   890.67    2.670    2.675    0.000
   890.74    2.670    2.675    0.000
   890.80    2.670    2.675    0.000
   890.87    2.670    2.675    0.000
   890.93    2.670    2.675    0.000
   891.00    2.670    2.675    0.000
   891.07    2.670    2.675    0.000
   891.13    2.670    2.675    0.000
   891.20    2.670    2.675    0.000
   891.26    2.670    2.675    0.000
   891.33    2.670    2.675    0.000
   891.40    2.670    2.675    0.000
   891.46    2.665    2.675    0.000
   891.53    2.670    2.675    0.000
   891.59    2.670    2.675    0.000
   891.66    2.670    2.675    0.000
   891.73    2.670    2.675    0.000
   891.79    2.670    2.675    0.000
   891.86    2.665    2.670    0.000
   891.92    2.665    2.675    0.000
   891.99    2.665    2.675    0.000
   892.06    2.670    2.675    0.000
   892.12    2.665    2.670    0.000
   892.19    2.665    2.670    0.000
   892.25    2.665    2.670    0.000
   892.32    2.670    2.670    0.000
   892.39    2.665    2.670    0.000
   892.45    2.665    2.670    0.000
   892.52    2.665    2.670    0.000
   892.58    2.665    2.670    0.000
   892.65    2.665    2.670    0.000
   892.72    2.665    2.670    0.000
   892.78    2.665    2.670    0.000
   892.85    2.665    2.670    0.000
   892.91    2.665    2.670    0.000
   892.98    2.665    2.670    0.000
   893.05    2.665    2.670    0.000
   893.11    2.665    2.670    0.000
   893.18    2.665    2.670    0.000
   893.24    2.665    2.670    0.000
   893.31    2.665    2.670    0.000
   893.38    2.665    2.670    0.000
   893.44    2.665    2.670    0.000
   893.51    2.665    2.670    0.000
   893.57    2.665    2.670    0.000
   893.64    2.665    2.670    0.000
   893.71    2.665    2.670    0.000
   893.77    2.665    2.670    0.000
   893.84    2.665    2.670    0.000
   893.90    2.665    2.670    0.000
   893.97    2.665    2.670    0.000
   894.04    2.665    2.670    0.000
   894.10    2.660    2.670    0.000
   894.17    2.660    2.665    0.000
   894.23    2.665    2.670    0.000
   894.30    2.660    2.670    0.000
   894.37    2.665    2.665    0.000
   894.43    2.660    2.665    0.000
   894.50    2.665    2.665    0.000
   894.56    2.665    2.665    0.000
   894.63    2.660    2.665    0.000
   894.70    2.660    2.665    0.000
   894.76    2.660    2.665    0.000
   894.83    2.660    2.665    0.000
   894.89    2.660    2.665    0.000
   894.96    2.660    2.665    0.000
   895.03    2.660    2.665    0.000
   895.09    2.660    2.665    0.000
   895.16    2.660    2.665    0.000
   895.22    2.660    2.665    0.000
   895.29    2.660    2.665    0.000
   895.36    2.660    2.665    0.000
   895.42    2.660    2.665    0.000
   895.49    2.660    2.665    0.000
   895.55    2.660    2.665    0.000
   895.62    2.660    2.665    0.000
   895.69    2.660    2.665    0.000
   895.75    2.660    2.665    0.000
   895.82    2.660    2.665    0.000
   895.88    2.660    2.665    0.000
   895.95    2.660    2.665    0.000
   896.02    2.660    2.665    0.000
   896.08    2.660    2.665    0.000
   896.15    2.660    2.665    0.000
   896.21    2.660    2.665    0.000
   896.28    2.660    2.665    0.000
   896.35    2.660    2.665    0.000
   896.41    2.660    2.665    0.000
   896.48    2.660    2.665    0.000
   896.54    2.660    2.665    0.000
   896.61    2.660    2.665    0.000
   896.68    2.660    2.665    0.000
   896.74    2.660    2.665    0.000
   896.81    2.660    2.665    0.000
   896.87    2.660    2.665    0.000
   896.94    2.660    2.660    0.000
   897.01    2.660    2.660    0.000
   897.07    2.655    2.660    0.000
   897.14    2.655    2.660    0.000
   897.20    2.655    2.660    0.000
   897.27    2.655    2.660    0.000
   897.34    2.655    2.665    0.000
   897.40    2.655    2.665    0.000
   897.47    2.655    2.660    0.000
   897.53    2.655    2.660    0.000
   897.60    2.655    2.660    0.000
   897.67    2.655    2.660    0.000
   897.73    2.660    2.660    0.000
   897.80    2.655    2.660    0.000
   897.86    2.655    2.660    0.000
   897.93    2.655    2.660    0.000
   898.00    2.655    2.660    0.000
   898.06    2.655    2.660    0.000
   898.13    2.655    2.660    0.000
   898.19    2.655    2.660    0.000
   898.26    2.655    2.660    0.000
   898.33    2.655    2.660    0.000
   898.39    2.655    2.660    0.000
   898.46    2.655    2.660    0.000
   898.52    2.655    2.660    0.000
   898.59    2.655    2.660    0.000
   898.66    2.655    2.660    0.000
   898.72    2.655    2.660    0.000
   898.79    2.655    2.660    0.000
   898.85    2.655    2.660    0.000
   898.92    2.655    2.660    0.000
   898.99    2.655    2.660    0.000
   899.05    2.655    2.660    0.000
   899.12    2.655    2.660    0.000
   899.18    2.655    2.660    0.000
   899.25    2.655    2.660    0.000
   899.32    2.655    2.660    0.000
   899.38    2.655    2.660    0.000
   899.45    2.655    2.660    0.000
   899.51    2.655    2.660    0.000
   899.58    2.655    2.660    0.000
   899.65    2.655    2.655    0.000
   899.71    2.650    2.655    0.000
   899.78    2.655    2.655    0.000
   899.84    2.655    2.655    0.000
   899.91    2.650    2.655    0.000
   899.98    2.655    2.655    0.000
   900.04    2.655    2.655    0.000
   900.11    2.655    2.655    0.000
   900.17    2.650    2.655    0.000
   900.24    2.655    2.655    0.000
   900.31    2.650    2.655    0.000
   900.37    2.650    2.655    0.000
   900.44    2.650    2.655    0.000
   900.50    2.650    2.655    0.000
   900.57    2.650    2.655    0.000
   900.64    2.650    2.655    0.000
   900.70    2.650    2.655    0.000
   900.77    2.650    2.655    0.000
   900.83    2.650    2.655    0.000
   900.90    2.650    2.655    0.000
   900.97    2.650    2.655    0.000
   901.03    2.650    2.655    0.000
   901.10    2.650    2.655    0.000
   901.16    2.650    2.655    0.000
   901.23    2.650    2.655    0.000
   901.30    2.650    2.655    0.000
   901.36    2.650    2.655    0.000
   901.43    2.650    2.655    0.000
   901.49    2.650    2.655    0.000
   901.56    2.650    2.655    0.000
   901.63    2.650    2.655    0.000
   901.69    2.650    2.655    0.000
   901.76    2.650    2.655    0.000
   901.82    2.650    2.655    0.000
   901.89    2.650    2.655    0.000
   901.96    2.650    2.655    0.000
   902.02    2.650    2.655    0.000
   902.09    2.650    2.655    0.000
   902.15    2.650    2.655    0.000
   902.22    2.650    2.655    0.000
   902.29    2.650    2.655    0.000
   902.35    2.650    2.655    0.000
   902.42    2.650    2.655    0.000
   902.48    2.650    2.650    0.000
   902.55    2.650    2.650    0.000
   902.62    2.650    2.650    0.000
   902.68    2.650    2.655    0.000
   902.75    2.645    2.650    0.000
   902.81    2.650    2.650    0.000
   902.88    2.650    2.650    0.000
   902.95    2.650    2.650    0.000
   903.01    2.650    2.650    0.000
   903.08    2.645    2.650    0.000
   903.14    2.645    2.650    0.000
   903.21    2.645    2.650    0.000
   903.28    2.645    2.650    0.000
   903.34    2.645    2.650    0.000
   903.41    2.645    2.650    0.000
   903.47    2.645    2.650    0.000
   903.54    2.645    2.650    0.000
   903.61    2.645    2.650    0.000
   903.67    2.645    2.650    0.000
   903.74    2.645    2.650    0.000
   903.80    2.645    2.650    0.000
   903.87    2.645    2.650    0.000
   903.94    2.645    2.650    0.000
   904.00    2.645    2.650    0.000
   904.07    2.645    2.650    0.000
   904.13    2.645    2.650    0.000
   904.20    2.645    2.650    0.000
   904.27    2.645    2.650    0.000
   904.33    2.645    2.650    0.000
   904.40    2.645    2.650    0.000
   904.46    2.645    2.650    0.000
   904.53    2.645    2.650    0.000
   904.60    2.645    2.650    0.000
   904.66    2.645    2.650    0.000
   904.73    2.645    2.650    0.000
   904.79    2.645    2.650    0.000
   904.86    2.645    2.650    0.000
   904.93    2.645    2.650    0.000
   904.99    2.645    2.650    0.000
   905.06    2.645    2.650    0.000
   905.12    2.645    2.650    0.000
   905.19    2.645    2.650    0.000
   905.26    2.645    2.650    0.000
   905.32    2.645    2.645    0.000
   905.39    2.645    2.645    0.000
   905.45    2.645    2.645    0.000
   905.52    2.645    2.645    0.000
   905.59    2.645    2.645    0.000
   905.65    2.645    2.645    0.000
   905.72    2.640    2.645    0.000
   905.78    2.645    2.645    0.000
   905.85    2.645    2.645    0.000
   905.92    2.645    2.645    0.000
   905.98    2.640    2.645    0.000
   906.05    2.645    2.645    0.000
   906.11    2.640    2.645    0.000
   906.18    2.640    2.645    0.000
   906.25    2.640    2.645    0.000
   906.31    2.640    2.645    0.000
   906.38    2.640    2.645    0.000
   906.44    2.640    2.645    0.000
   906.51    2.640    2.645    0.000
   906.58    2.640    2.645    0.000
   906.64    2.640    2.645    0.000
   906.71    2.640    2.645    0.000
   906.77    2.640    2.645    0.000
   906.84    2.640    2.645    0.000
   906.91    2.640    2.645    0.000
   906.97    2.640    2.645    0.000
   907.04    2.640    2.645    0.000
   907.10    2.640    2.645    0.000
   907.17    2.640    2.645    0.000
   907.24    2.640    2.645    0.000
   907.30    2.640    2.645    0.000
   907.37    2.640    2.645    0.000
   907.43    2.640    2.645    0.000
   907.50    2.640    2.645    0.000
   907.57    2.640    2.645    0.000
   907.63    2.640    2.645    0.000
   907.70    2.640    2.640    0.000
   907.76    2.640    2.645    0.000
   907.83    2.640    2.640    0.000
   907.90    2.640    2.640    0.000
   907.96    2.640    2.640    0.000
   908.03    2.640    2.645    0.000
   908.09    2.640    2.640    0.000
   908.16    2.640    2.645    0.000
   908.23    2.640    2.640    0.000
   908.29    2.640    2.640    0.000
   908.36    2.640    2.640    0.000
   908.42    2.640    2.640    0.000
   908.49    2.640    2.640    0.000
   908.56    2.640    2.640    0.000
   908.62    2.640    2.640    0.000
   908.69    2.640    2.640    0.000
   908.75    2.640    2.640    0.000
   908.82    2.640    2.640    0.000
   908.89    2.640    2.640    0.000
   908.95    2.640    2.640    0.000
   909.02    2.640    2.640    0.000
   909.08    2.640    2.640    0.000
   909.15    2.640    2.640    0.000
   909.22    2.640    2.640    0.000
   909.28    2.640    2.640    0.000
   909.35    2.635    2.640    0.000
   909.41    2.635    2.640    0.000
   909.48    2.635    2.640    0.000
   909.55    2.635    2.640    0.000
   909.61    2.640    2.640    0.000
   909.68    2.635    2.640    0.000
   909.74    2.640    2.640    0.000
   909.81    2.635    2.640    0.000
   909.88    2.635    2.640    0.000
   909.94    2.635    2.640    0.000
   910.01    2.635    2.640    0.000
   910.07    2.640    2.640    0.000
   910.14    2.635    2.640    0.000
   910.21    2.635    2.640    0.000
   910.27    2.635    2.640    0.000
   910.34    2.635    2.640    0.000
   910.40    2.635    2.640    0.000
   910.47    2.635    2.640    0.000
   910.54    2.635    2.640    0.000
   910.60    2.635    2.640    0.000
   910.67    2.635    2.640    0.000
   910.73    2.635    2.640    0.000
   910.80    2.635    2.640    0.000
   910.87    2.635    2.640    0.000
   910.93    2.635    2.635    0.000
   911.00    2.635    2.635    0.000
   911.06    2.635    2.640    0.000
   911.13    2.635    2.635    0.000
   911.20    2.635    2.635    0.000
   911.26    2.635    2.635    0.000
   911.33    2.635    2.635    0.000
   911.39    2.635    2.635    0.000
   911.46    2.635    2.635    0.000
   911.53    2.635    2.635    0.000
   911.59    2.635    2.635    0.000
   911.66    2.635    2.635    0.000
   911.72    2.635    2.635    0.000
   911.79    2.635    2.635    0.000
   911.86    2.635    2.635    0.000
   911.92    2.635    2.635    0.000
   911.99    2.635    2.635    0.000
   912.05    2.635    2.635    0.000
   912.12    2.635    2.635    0.000
   912.19    2.635    2.635    0.000
   912.25    2.635    2.635    0.000
   912.32    2.635    2.635    0.000
   912.38    2.635    2.635    0.000
   912.45    2.635    2.635    0.000
   912.52    2.635    2.635    0.000
   912.58    2.635    2.635    0.000
   912.65    2.635    2.635    0.000
   912.71    2.630    2.635    0.000
   912.78    2.635    2.635    0.000
   912.85    2.635    2.635    0.000
   912.91    2.635    2.635    0.000
   912.98    2.630    2.635    0.000
   913.04    2.630    2.635    0.000
   913.11    2.635    2.635    0.000
   913.18    2.630    2.635    0.000
   913.24    2.630    2.635    0.000
   913.31    2.635    2.635    0.000
   913.37    2.630    2.630    0.000
   913.44    2.630    2.635    0.000
   913.51    2.630    2.635    0.000
   913.57    2.630    2.635    0.000
   913.64    2.630    2.630    0.000
   913.70    2.630    2.635    0.000
   913.77    2.630    2.630    0.000
   913.84    2.630    2.630    0.000
   913.90    2.630    2.630    0.000
   913.97    2.630    2.630    0.000
   914.03    2.630    2.630    0.000
   914.10    2.630    2.630    0.000
   914.17    2.630    2.630    0.000
   914.23    2.630    2.630    0.000
   914.30    2.630    2.630    0.000
   914.36    2.630    2.630    0.000
   914.43    2.630    2.630    0.000
   914.50    2.630    2.630    0.000
   914.56    2.630    2.630    0.000
   914.63    2.630    2.630    0.000
   914.69    2.630    2.630    0.000
   914.76    2.630    2.630    0.000
   914.83    2.630    2.630    0.000
   914.89    2.630    2.630    0.000
   914.96    2.630    2.630    0.000
   915.02    2.630    2.630    0.000
   915.09    2.630    2.630    0.000
   915.16    2.630    2.630    0.000
   915.22    2.630    2.630    0.000
   915.29    2.630    2.630    0.000
   915.35    2.630    2.630    0.000
   915.42    2.630    2.630    0.000
   915.49    2.630    2.630    0.000
   915.55    2.630    2.630    0.000
   915.62    2.630    2.630    0.000
   915.68    2.630    2.630    0.000
   915.75    2.630    2.630    0.000
   915.82    2.630    2.630    0.000
   915.88    2.630    2.630    0.000
   915.95    2.630    2.630    0.000
   916.01    2.630    2.630    0.000
   916.08    2.630    2.630    0.000
   916.15    2.630    2.630    0.000
   916.21    2.630    2.630    0.000
   916.28    2.630    2.630    0.000
   916.34    2.630    2.630    0.000
   916.41    2.630    2.630    0.000
   916.48    2.630    2.630    0.000
   916.54    2.630    2.630    0.000
   916.61    2.630    2.625    0.000
   916.67    2.630    2.630    0.000
   916.74    2.625    2.625    0.000
   916.81    2.625    2.625    0.000
   916.87    2.625    2.630    0.000
   916.94    2.630    2.625    0.000
   917.00    2.630    2.625    0.000
   917.07    2.625    2.630    0.000
   917.14    2.630    2.630    0.000
   917.20    2.625    2.625    0.000
   917.27    2.625    2.625    0.000
   917.33    2.625    2.625    0.000
   917.40    2.625    2.625    0.000
   917.47    2.625    2.625    0.000
   917.53    2.630    2.625    0.000
   917.60    2.625    2.625    0.000
   917.66    2.625    2.625    0.000
   917.73    2.625    2.625    0.000
   917.80    2.625    2.625    0.000
   917.86    2.625    2.625    0.000
   917.93    2.625    2.625    0.000
   917.99    2.625    2.625    0.000
   918.06    2.625    2.625    0.000
   918.13    2.625    2.625    0.000
   918.19    2.625    2.625    0.000
   918.26    2.625    2.625    0.000
   918.32    2.625    2.625    0.000
   918.39    2.625    2.625    0.000
   918.46    2.625    2.625    0.000
   918.52    2.625    2.625    0.000
   918.59    2.625    2.625    0.000
   918.65    2.625    2.625    0.000
   918.72    2.625    2.625    0.000
   918.79    2.625    2.625    0.000
   918.85    2.625    2.625    0.000
   918.92    2.625    2.625    0.000
   918.98    2.625    2.625    0.000
   919.05    2.625    2.625    0.000
   919.12    2.625    2.625    0.000
   919.18    2.625    2.625    0.000
   919.25    2.625    2.625    0.000
   919.31    2.625    2.625    0.000
   919.38    2.625    2.625    0.000
   919.45    2.625    2.625    0.000
   919.51    2.625    2.625    0.000
   919.58    2.625    2.625    0.000
   919.64    2.625    2.625    0.000
   919.71    2.625    2.625    0.000
   919.78    2.625    2.625    0.000
   919.84    2.625    2.625    0.000
   919.91    2.625    2.625    0.000
   919.97    2.625    2.620    0.000
   920.04    2.625    2.620    0.000
   920.11    2.625    2.620    0.000
   920.17    2.625    2.620    0.000
   920.24    2.625    2.620    0.000
   920.30    2.625    2.620    0.000
   920.37    2.625    2.625    0.000
   920.44    2.625    2.620    0.000
   920.50    2.625    2.620    0.000
   920.57    2.625    2.620    0.000
   920.63    2.625    2.620    0.000
   920.70    2.625    2.620    0.000
   920.77    2.625    2.620    0.000
   920.83    2.625    2.620    0.000
   920.90    2.620    2.620    0.000
   920.96    2.625    2.620    0.000
   921.03    2.620    2.620    0.000
   921.10    2.620    2.620    0.000
   921.16    2.625    2.620    0.000
   921.23    2.625    2.620    0.000
   921.29    2.625    2.620    0.000
   921.36    2.620    2.620    0.000
   921.43    2.620    2.620    0.000
   921.49    2.625    2.620    0.000
   921.56    2.620    2.620    0.000
   921.62    2.620    2.620    0.000
   921.69    2.625    2.620    0.000
   921.76    2.620    2.620    0.000
   921.82    2.620    2.620    0.000
   921.89    2.620    2.620    0.000
   921.95    2.620    2.620    0.000
   922.02    2.625    2.620    0.000
   922.09    2.620    2.620    0.000
   922.15    2.620    2.620    0.000
   922.22    2.620    2.620    0.000
   922.28    2.620    2.620    0.000
   922.35    2.620    2.620    0.000
   922.42    2.620    2.620    0.000
   922.48    2.620    2.620    0.000
   922.55    2.620    2.620    0.000
   922.61    2.620    2.620    0.000
   922.68    2.620    2.620    0.000
   922.75    2.620    2.620    0.000
   922.81    2.620    2.620    0.000
   922.88    2.620    2.620    0.000
   922.94    2.620    2.620    0.000
   923.01    2.620    2.620    0.000
   923.08    2.620    2.620    0.000
   923.14    2.620    2.620    0.000
   923.21    2.620    2.620    0.000
   923.27    2.620    2.620    0.000
   923.34    2.620    2.620    0.000
   923.41    2.620    2.620    0.000
   923.47    2.620    2.615    0.000
   923.54    2.620    2.620    0.000
   923.60    2.620    2.620    0.000
   923.67    2.620    2.615    0.000
   923.74    2.620    2.615    0.000
   923.80    2.620    2.615    0.000
   923.87    2.620    2.615    0.000
   923.93    2.620    2.615    0.000
   924.00    2.620    2.615    0.000
   924.07    2.620    2.615    0.000
   924.13    2.620    2.615    0.000
   924.20    2.620    2.615    0.000
   924.26    2.620    2.615    0.000
   924.33    2.620    2.615    0.000
   924.40    2.620    2.615    0.000
   924.46    2.620    2.615    0.000
   924.53    2.620    2.615    0.000
   924.59    2.620    2.615    0.000
   924.66    2.620    2.615    0.000
   924.73    2.620    2.615    0.000
   924.79    2.620    2.615    0.000
   924.86    2.620    2.615    0.000
   924.92    2.620    2.615    0.000
   924.99    2.620    2.615    0.000
   925.06    2.620    2.615    0.000
   925.12    2.620    2.615    0.000
   925.19    2.620    2.615    0.000
   925.25    2.620    2.615    0.000
   925.32    2.620    2.615    0.000
   925.39    2.620    2.615    0.000
   925.45    2.615    2.615    0.000
   925.52    2.620    2.615    0.000
   925.58    2.620    2.615    0.000
   925.65    2.615    2.615    0.000
   925.72    2.615    2.615    0.000
   925.78    2.620    2.615    0.000
   925.85    2.620    2.615    0.000
   925.91    2.620    2.615    0.000
   925.98    2.620    2.615    0.000
   926.05    2.615    2.615    0.000
   926.11    2.615    2.615    0.000
   926.18    2.615    2.615    0.000
   926.24    2.620    2.615    0.000
   926.31    2.620    2.615    0.000
   926.38    2.615    2.615    0.000
   926.44    2.620    2.615    0.000
   926.51    2.615    2.615    0.000
   926.57    2.620    2.615    0.000
   926.64    2.615    2.615    0.000
   926.71    2.615    2.610    0.000
   926.77    2.615    2.615    0.000
   926.84    2.615    2.615    0.000
   926.90    2.615    2.610    0.000
   926.97    2.615    2.610    0.000
   927.04    2.615    2.615    0.000
   927.10    2.615    2.610    0.000
   927.17    2.615    2.610    0.000
   927.23    2.615    2.615    0.000
   927.30    2.615    2.610    0.000
   927.37    2.615    2.610    0.000
   927.43    2.615    2.610    0.000
   927.50    2.615    2.610    0.000
   927.56    2.615    2.610    0.000
   927.63    2.615    2.610    0.000
   927.70    2.615    2.610    0.000
   927.76    2.615    2.610    0.000
   927.83    2.615    2.610    0.000
   927.89    2.615    2.610    0.000
   927.96    2.615    2.610    0.000
   928.03    2.615    2.610    0.000
   928.09    2.615    2.610    0.000
   928.16    2.615    2.610    0.000
   928.22    2.615    2.610    0.000
   928.29    2.615    2.610    0.000
   928.36    2.615    2.610    0.000
   928.42    2.615    2.610    0.000
   928.49    2.615    2.610    0.000
   928.55    2.615    2.610    0.000
   928.62    2.615    2.610    0.000
   928.69    2.615    2.610    0.000
   928.75    2.615    2.610    0.000
   928.82    2.615    2.610    0.000
   928.88    2.615    2.610    0.000
   928.95    2.615    2.610    0.000
   929.02    2.615    2.610    0.000
   929.08    2.615    2.610    0.000
   929.15    2.615    2.610    0.000
   929.21    2.615    2.610    0.000
   929.28    2.615    2.610    0.000
   929.35    2.615    2.610    0.000
   929.41    2.615    2.610    0.000
   929.48    2.615    2.610    0.000
   929.54    2.615    2.610    0.000
   929.61    2.615    2.610    0.000
   929.68    2.615    2.610    0.000
   929.74    2.615    2.610    0.000
   929.81    2.615    2.610    0.000
   929.87    2.615    2.610    0.000
   929.94    2.615    2.610    0.000
   930.01    2.615    2.610    0.000
   930.07    2.610    2.610    0.000
   930.14    2.615    2.605    0.000
   930.20    2.615    2.610    0.000
   930.27    2.615    2.605    0.000
   930.34    2.615    2.605    0.000
   930.40    2.615    2.605    0.000
   930.47    2.615    2.605    0.000
   930.53    2.615    2.605    0.000
   930.60    2.615    2.605    0.000
   930.67    2.615    2.605    0.000
   930.73    2.610    2.605    0.000
   930.80    2.615    2.605    0.000
   930.86    2.610    2.605    0.000
   930.93    2.610    2.605    0.000
   931.00    2.615    2.605    0.000
   931.06    2.610    2.605    0.000
   931.13    2.610    2.605    0.000
   931.19    2.610    2.605    0.000
   931.26    2.610    2.605    0.000
   931.33    2.610    2.605    0.000
   931.39    2.610    2.605    0.000
   931.46    2.615    2.605    0.000
   931.52    2.610    2.605    0.000
   931.59    2.615    2.605    0.000
   931.66    2.610    2.605    0.000
   931.72    2.610    2.605    0.000
   931.79    2.610    2.605    0.000
   931.85    2.610    2.605    0.000
   931.92    2.610    2.605    0.000
   931.99    2.610    2.605    0.000
   932.05    2.610    2.605    0.000
   932.12    2.610    2.605    0.000
   932.18    2.610    2.605    0.000
   932.25    2.610    2.605    0.000
   932.32    2.610    2.605    0.000
   932.38    2.610    2.605    0.000
   932.45    2.610    2.605    0.000
   932.51    2.610    2.605    0.000
   932.58    2.610    2.605    0.000
   932.65    2.610    2.605    0.000
   932.71    2.610    2.605    0.000
   932.78    2.610    2.605    0.000
   932.84    2.610    2.605    0.000
   932.91    2.610    2.605    0.000
   932.98    2.610    2.605    0.000
   933.04    2.610    2.605    0.000
   933.11    2.610    2.600    0.000
   933.17    2.610    2.605    0.000
   933.24    2.610    2.600    0.000
   933.31    2.610    2.605    0.000
   933.37    2.610    2.605    0.000
   933.44    2.610    2.600    0.000
   933.50    2.610    2.605    0.000
   933.57    2.610    2.600    0.000
   933.64    2.610    2.600    0.000
   933.70    2.610    2.600    0.000
   933.77    2.610    2.605    0.000
   933.83    2.610    2.600    0.000
   933.90    2.610    2.600    0.000
   933.97    2.610    2.600    0.000
   934.03    2.605    2.600    0.000
   934.10    2.610    2.600    0.000
   934.16    2.610    2.600    0.000
   934.23    2.610    2.600    0.000
   934.30    2.610    2.600    0.000
   934.36    2.610    2.600    0.000
   934.43    2.605    2.600    0.000
   934.49    2.610    2.600    0.000
   934.56    2.605    2.600    0.000
   934.63    2.610    2.600    0.000
   934.69    2.605    2.600    0.000
   934.76    2.605    2.600    0.000
   934.82    2.610    2.600    0.000
   934.89    2.605    2.600    0.000
   934.96    2.610    2.600    0.000
   935.02    2.605    2.600    0.000
   935.09    2.605    2.600    0.000
   935.15    2.605    2.600    0.000
   935.22    2.605    2.600    0.000
   935.29    2.605    2.600    0.000
   935.35    2.605    2.600    0.000
   935.42    2.605    2.600    0.000
   935.48    2.605    2.600    0.000
   935.55    2.605    2.600    0.000
   935.62    2.605    2.600    0.000
   935.68    2.605    2.600    0.000
   935.75    2.605    2.600    0.000
   935.81    2.605    2.600    0.000
   935.88    2.605    2.600    0.000
   935.95    2.605    2.600    0.000
   936.01    2.605    2.600    0.000
   936.08    2.605    2.600    0.000
   936.14    2.605    2.600    0.000
   936.21    2.605    2.600    0.000
   936.28    2.605    2.600    0.000
   936.34    2.605    2.600    0.000
   936.41    2.605    2.600    0.000
   936.47    2.605    2.595    0.000
   936.54    2.605    2.600    0.000
   936.61    2.605    2.595    0.000
   936.67    2.605    2.600    0.000
   936.74    2.605    2.595    0.000
   936.80    2.605    2.595    0.000
   936.87    2.605    2.595    0.000
   936.94    2.605    2.595    0.000
   937.00    2.605    2.595    0.000
   937.07    2.605    2.595    0.000
   937.13    2.605    2.595    0.000
   937.20    2.605    2.595    0.000
   937.27    2.605    2.595    0.000
   937.33    2.605    2.595    0.000
   937.40    2.605    2.595    0.000
   937.46    2.605    2.595    0.000
   937.53    2.605    2.595    0.000
   937.60    2.605    2.595    0.000
   937.66    2.605    2.595    0.000
   937.73    2.605    2.595    0.000
   937.79    2.605    2.595    0.000
   937.86    2.600    2.595    0.000
   937.93    2.600    2.595    0.000
   937.99    2.605    2.595    0.000
   938.06    2.605    2.595    0.000
   938.12    2.600    2.595    0.000
   938.19    2.605    2.595    0.000
   938.26    2.605    2.595    0.000
   938.32    2.605    2.595    0.000
   938.39    2.600    2.595    0.000
   938.45    2.600    2.595    0.000
   938.52    2.600    2.595    0.000
   938.59    2.605    2.595    0.000
   938.65    2.600    2.595    0.000
   938.72    2.600    2.595    0.000
   938.78    2.600    2.595    0.000
   938.85    2.600    2.595    0.000
   938.92    2.600    2.595    0.000
   938.98    2.605    2.595    0.000
   939.05    2.600    2.595    0.000
   939.11    2.600    2.595    0.000
   939.18    2.600    2.595    0.000
   939.25    2.600    2.595    0.000
   939.31    2.600    2.595    0.000
   939.38    2.600    2.595    0.000
   939.44    2.600    2.595    0.000
   939.51    2.600    2.595    0.000
   939.58    2.600    2.595    0.000
   939.64    2.600    2.590    0.000
   939.71    2.600    2.590    0.000
   939.77    2.600    2.590    0.000
   939.84    2.600    2.595    0.000
   939.91    2.600    2.595    0.000
   939.97    2.600    2.595    0.000
   940.04    2.600    2.590    0.000
   940.10    2.600    2.590    0.000
   940.17    2.600    2.590    0.000
   940.24    2.600    2.590    0.000
   940.30    2.600    2.590    0.000
   940.37    2.600    2.595    0.000
   940.43    2.600    2.590    0.000
   940.50    2.600    2.590    0.000
   940.57    2.600    2.590    0.000
   940.63    2.600    2.590    0.000
   940.70    2.600    2.590    0.000
   940.76    2.600    2.590    0.000
   940.83    2.600    2.590    0.000
   940.90    2.600    2.590    0.000
   940.96    2.600    2.590    0.000
   941.03    2.600    2.590    0.000
   941.09    2.600    2.590    0.000
   941.16    2.600    2.590    0.000
   941.23    2.595    2.590    0.000
   941.29    2.600    2.590    0.000
   941.36    2.600    2.590    0.000
   941.42    2.600    2.590    0.000
   941.49    2.600    2.590    0.000
   941.56    2.600    2.590    0.000
   941.62    2.600    2.590    0.000
   941.69    2.600    2.590    0.000
   941.75    2.600    2.590    0.000
   941.82    2.600    2.590    0.000
   941.89    2.600    2.590    0.000
   941.95    2.595    2.590    0.000
   942.02    2.600    2.590    0.000
   942.08    2.600    2.590    0.000
   942.15    2.600    2.590    0.000
   942.22    2.600    2.590    0.000
   942.28    2.600    2.590    0.000
   942.35    2.600    2.590    0.000
   942.41    2.595    2.590    0.000
   942.48    2.600    2.590    0.000
   942.55    2.595    2.590    0.000
   942.61    2.595    2.590    0.000
   942.68    2.595    2.590    0.000
   942.74    2.595    2.590    0.000
   942.81    2.595    2.590    0.000
   942.88    2.595    2.590    0.000
   942.94    2.595    2.590    0.000
   943.01    2.595    2.590    0.000
   943.07    2.595    2.590    0.000
   943.14    2.595    2.590    0.000
   943.21    2.595    2.590    0.000
   943.27    2.595    2.590    0.000
   943.34    2.595    2.590    0.000
   943.40    2.595    2.590    0.000
   943.47    2.595    2.590    0.000
   943.54    2.595    2.585    0.000
   943.60    2.595    2.585    0.000
   943.67    2.595    2.590    0.000
   943.73    2.595    2.590    0.000
   943.80    2.595    2.590    0.000
   943.87    2.595    2.590    0.000
   943.93    2.595    2.585    0.000
   944.00    2.595    2.585    0.000
