Data export from TecQuipment CE2000

Data series 3

    Time       T1  shutter setpoint   PI o/p 
   203.30    5.055    0.000    5.000    1.264
   203.40    5.055    0.000    5.000    1.257
   203.50    5.055    0.000    5.000    1.250
   203.60    5.055    0.000    5.000    1.243
   203.70    5.055    0.000    5.000    1.235
   203.80    5.055    0.000    5.000    1.228
   203.90    5.055    0.000    5.000    1.221
   204.00    5.055    0.000    5.000    1.214
   204.10    5.055    0.000    5.000    1.207
   204.20    5.055    0.000    5.000    1.200
   204.30    5.055    0.000    5.000    1.192
   204.40    5.050    0.000    5.000    1.336
   204.50    5.050    0.000    5.000    1.329
   204.60    5.050    0.000    5.000    1.323
   204.70    5.050    0.000    5.000    1.316
   204.80    5.050    0.000    5.000    1.310
   204.90    5.050    0.000    5.000    1.303
   205.00    5.050    0.000    5.000    1.297
   205.10    5.050    0.000    5.000    1.290
   205.20    5.050    0.000    5.000    1.284
   205.30    5.050    0.000    5.000    1.277
   205.40    5.050    0.000    5.000    1.271
   205.50    5.050    0.000    5.000    1.264
   205.60    5.045    0.000    5.000    1.409
   205.70    5.045    0.000    5.000    1.403
   205.80    5.045    0.000    5.000    1.397
   205.90    5.045    0.000    5.000    1.391
   206.00    5.045    0.000    5.000    1.385
   206.10    5.045    0.000    5.000    1.379
   206.20    5.045    0.000    5.000    1.373
   206.30    5.040    0.000    5.000    1.518
   206.40    5.040    0.000    5.000    1.513
   206.50    5.040    0.000    5.000    1.508
   206.60    5.040    0.000    5.000    1.503
   206.70    5.040    0.000    5.000    1.498
   206.80    5.040    0.000    5.000    1.492
   206.90    5.035    0.000    5.000    1.638
   207.00    5.035    0.000    5.000    1.633
   207.10    5.035    0.000    5.000    1.629
   207.20    5.035    0.000    5.000    1.624
   207.30    5.035    0.000    5.000    1.620
   207.40    5.035    0.000    5.000    1.615
   207.50    5.030    0.000    5.000    1.761
   207.60    5.030    0.000    5.000    1.757
   207.70    5.030    0.000    5.000    1.753
   207.80    5.030    0.000    5.000    1.749
   207.90    5.030    0.000    5.000    1.745
   208.00    5.030    0.000    5.000    1.742
   208.10    5.025    0.000    5.000    1.888
   208.20    5.025    0.000    5.000    1.885
   208.30    5.025    0.000    5.000    1.882
   208.40    5.025    0.000    5.000    1.879
   208.50    5.020    0.000    5.000    2.026
   208.60    5.020    0.000    5.000    2.023
   208.70    5.020    0.000    5.000    2.021
   208.80    5.020    0.000    5.000    2.018
   208.90    5.015    0.000    5.000    2.166
   209.00    5.015    0.000    5.000    2.164
   209.10    5.015    0.000    5.000    2.162
   209.20    5.015    0.000    5.000    2.160
   209.30    5.010    0.000    5.000    2.309
   209.40    5.010    0.000    5.000    2.308
   209.50    5.010    0.000    5.000    2.306
   209.60    5.010    0.000    5.000    2.305
   209.70    5.010    0.000    5.000    2.304
   209.80    5.005    0.000    5.000    2.453
   209.90    5.005    0.000    5.000    2.453
   210.00    5.005    0.000    5.000    2.452
   210.10    5.000    0.000    5.000    2.602
   210.20    5.000    0.000    5.000    2.602
   210.30    5.000    0.000    5.000    2.602
   210.40    5.000    0.000    5.000    2.602
   210.50    4.995    0.000    5.000    2.753
   210.60    4.995    0.000    5.000    2.753
   210.70    4.995    0.000    5.000    2.754
   210.80    4.995    0.000    5.000    2.755
   210.90    4.990    0.000    5.000    2.906
   211.00    4.990    0.000    5.000    2.907
   211.10    4.990    0.000    5.000    2.908
   211.20    4.990    0.000    5.000    2.910
   211.30    4.985    0.000    5.000    3.062
   211.40    4.985    0.000    5.000    3.064
   211.50    4.985    0.000    5.000    3.066
   211.60    4.980    0.000    5.000    3.218
   211.70    4.980    0.000    5.000    3.221
   211.80    4.980    0.000    5.000    3.223
   211.90    4.980    0.000    5.000    3.226
   212.00    4.980    0.000    5.000    3.229
   212.10    4.975    0.000    5.000    3.382
   212.20    4.975    0.000    5.000    3.385
   212.30    4.975    0.000    5.000    3.388
   212.40    4.975    0.000    5.000    3.392
   212.50    4.970    0.000    5.000    3.546
   212.60    4.970    0.000    5.000    3.549
   212.70    4.970    0.000    5.000    3.553
   212.80    4.970    0.000    5.000    3.557
   212.90    4.965    0.000    5.000    3.712
   213.00    4.965    0.000    5.000    3.716
   213.10    4.965    0.000    5.000    3.721
   213.20    4.965    0.000    5.000    3.725
   213.30    4.965    0.000    5.000    3.730
   213.40    4.960    0.000    5.000    3.885
   213.50    4.960    0.000    5.000    3.890
   213.60    4.960    0.000    5.000    3.896
   213.70    4.960    0.000    5.000    3.901
   213.80    4.955    0.000    5.000    4.057
   213.90    4.955    0.000    5.000    4.062
   214.00    4.955    0.000    5.000    4.068
   214.10    4.955    0.000    5.000    4.074
   214.20    4.955    0.000    5.000    4.080
   214.30    4.950    0.000    5.000    4.237
   214.40    4.950    0.000    5.000    4.243
   214.50    4.950    0.000    5.000    4.250
   214.60    4.950    0.000    5.000    4.256
   214.70    4.950    0.000    5.000    4.263
   214.80    4.945    0.000    5.000    4.420
   214.90    4.945    0.000    5.000    4.427
   215.00    4.945    0.000    5.000    4.434
   215.10    4.945    0.000    5.000    4.441
   215.20    4.945    0.000    5.000    4.448
   215.30    4.940    0.000    5.000    4.606
   215.40    4.940    0.000    5.000    4.614
   215.50    4.940    0.000    5.000    4.622
   215.60    4.940    0.000    5.000    4.629
   215.70    4.940    0.000    5.000    4.637
   215.80    4.940    0.000    5.000    4.645
   215.90    4.935    0.000    5.000    4.804
   216.00    4.935    0.000    5.000    4.812
   216.10    4.935    0.000    5.000    4.820
   216.20    4.935    0.000    5.000    4.829
   216.30    4.935    0.000    5.000    4.837
   216.40    4.935    0.000    5.000    4.846
   216.50    4.935    0.000    5.000    4.854
   216.60    4.935    0.000    5.000    4.863
   216.70    4.930    0.000    5.000    5.022
   216.80    4.930    0.000    5.000    5.031
   216.90    4.930    0.000    5.000    5.040
   217.00    4.930    0.000    5.000    5.049
   217.10    4.930    0.000    5.000    5.058
   217.20    4.930    0.000    5.000    5.067
   217.30    4.930    0.000    5.000    5.076
   217.40    4.930    0.000    5.000    5.085
   217.50    4.930    0.000    5.000    5.095
   217.60    4.930    0.000    5.000    5.104
   217.70    4.925    0.000    5.000    5.263
   217.80    4.925    0.000    5.000    5.273
   217.90    4.925    0.000    5.000    5.283
   218.00    4.925    0.000    5.000    5.293
   218.10    4.925    0.000    5.000    5.302
   218.20    4.925    0.000    5.000    5.312
   218.30    4.925    0.000    5.000    5.322
   218.40    4.925    0.000    5.000    5.332
   218.50    4.925    0.000    5.000    5.341
   218.60    4.925    0.000    5.000    5.351
   218.70    4.925    0.000    5.000    5.361
   218.80    4.930    0.000    5.000    5.220
   218.90    4.930    0.000    5.000    5.229
   219.00    4.930    0.000    5.000    5.238
   219.10    4.930    0.000    5.000    5.247
   219.20    4.930    0.000    5.000    5.256
   219.30    4.930    0.000    5.000    5.266
   219.40    4.930    0.000    5.000    5.275
   219.50    4.930    0.000    5.000    5.284
   219.60    4.930    0.000    5.000    5.293
   219.70    4.930    0.000    5.000    5.302
   219.80    4.930    0.000    5.000    5.311
   219.90    4.930    0.000    5.000    5.320
   220.00    4.930    0.000    5.000    5.329
   220.10    4.930    0.000    5.000    5.338
   220.20    4.930    0.000    5.000    5.347
   220.30    4.930    0.000    5.000    5.357
   220.40    4.930    0.000    5.000    5.366
   220.50    4.930    0.000    5.000    5.375
   220.60    4.930    0.000    5.000    5.384
   220.70    4.930    0.000    5.000    5.393
   220.80    4.930    0.000    5.000    5.402
   220.90    4.930    0.000    5.000    5.411
   221.00    4.930    0.000    5.000    5.420
   221.10    4.930    0.000    5.000    5.429
   221.20    4.935    0.000    5.000    5.288
   221.30    4.935    0.000    5.000    5.296
   221.40    4.935    0.000    5.000    5.305
   221.50    4.935    0.000    5.000    5.313
   221.60    4.935    0.000    5.000    5.322
   221.70    4.935    0.000    5.000    5.330
   221.80    4.935    0.000    5.000    5.338
   221.90    4.935    0.000    5.000    5.347
   222.00    4.935    0.000    5.000    5.355
   222.10    4.940    0.000    5.000    5.213
   222.20    4.940    0.000    5.000    5.221
   222.30    4.940    0.000    5.000    5.229
   222.40    4.940    0.000    5.000    5.237
   222.50    4.940    0.000    5.000    5.244
   222.60    4.940    0.000    5.000    5.252
   222.70    4.945    0.000    5.000    5.109
   222.80    4.945    0.000    5.000    5.116
   222.90    4.945    0.000    5.000    5.124
   223.00    4.945    0.000    5.000    5.131
   223.10    4.945    0.000    5.000    5.138
   223.20    4.945    0.000    5.000    5.145
   223.30    4.950    0.000    5.000    5.002
   223.40    4.950    0.000    5.000    5.008
   223.50    4.950    0.000    5.000    5.015
   223.60    4.950    0.000    5.000    5.021
   223.70    4.950    0.000    5.000    5.028
   223.80    4.950    0.000    5.000    5.034
   223.90    4.955    0.000    5.000    4.890
   224.00    4.955    0.000    5.000    4.896
   224.10    4.955    0.000    5.000    4.902
   224.20    4.955    0.000    5.000    4.907
   224.30    4.955    0.000    5.000    4.913
   224.40    4.960    0.000    5.000    4.768
   224.50    4.960    0.000    5.000    4.774
   224.60    4.960    0.000    5.000    4.779
   224.70    4.960    0.000    5.000    4.784
   224.80    4.960    0.000    5.000    4.789
   224.90    4.960    0.000    5.000    4.794
   225.00    4.965    0.000    5.000    4.649
   225.10    4.965    0.000    5.000    4.654
   225.20    4.965    0.000    5.000    4.658
   225.30    4.965    0.000    5.000    4.663
   225.40    4.965    0.000    5.000    4.667
   225.50    4.970    0.000    5.000    4.521
   225.60    4.970    0.000    5.000    4.525
   225.70    4.970    0.000    5.000    4.529
   225.80    4.970    0.000    5.000    4.533
   225.90    4.970    0.000    5.000    4.537
   226.00    4.975    0.000    5.000    4.390
   226.10    4.975    0.000    5.000    4.393
   226.20    4.975    0.000    5.000    4.397
   226.30    4.975    0.000    5.000    4.400
   226.40    4.975    0.000    5.000    4.403
   226.50    4.975    0.000    5.000    4.406
   226.60    4.980    0.000    5.000    4.259
   226.70    4.980    0.000    5.000    4.261
   226.80    4.980    0.000    5.000    4.264
   226.90    4.980    0.000    5.000    4.267
   227.00    4.980    0.000    5.000    4.269
   227.10    4.980    0.000    5.000    4.272
   227.20    4.980    0.000    5.000    4.274
   227.30    4.985    0.000    5.000    4.126
   227.40    4.985    0.000    5.000    4.128
   227.50    4.985    0.000    5.000    4.130
   227.60    4.985    0.000    5.000    4.132
   227.70    4.985    0.000    5.000    4.134
   227.80    4.985    0.000    5.000    4.136
   227.90    4.990    0.000    5.000    3.987
   228.00    4.990    0.000    5.000    3.989
   228.10    4.990    0.000    5.000    3.990
   228.20    4.990    0.000    5.000    3.991
   228.30    4.990    0.000    5.000    3.993
   228.40    4.990    0.000    5.000    3.994
   228.50    4.990    0.000    5.000    3.995
   228.60    4.995    0.000    5.000    3.846
   228.70    4.995    0.000    5.000    3.847
   228.80    4.995    0.000    5.000    3.847
   228.90    4.995    0.000    5.000    3.848
   229.00    4.995    0.000    5.000    3.849
   229.10    5.000    0.000    5.000    3.699
   229.20    5.000    0.000    5.000    3.699
   229.30    5.000    0.000    5.000    3.699
   229.40    5.000    0.000    5.000    3.699
   229.50    5.000    0.000    5.000    3.699
   229.60    5.000    0.000    5.000    3.699
   229.70    5.005    0.000    5.000    3.548
   229.80    5.005    0.000    5.000    3.547
   229.90    5.005    0.000    5.000    3.547
   230.00    5.005    0.000    5.000    3.546
   230.10    5.005    0.000    5.000    3.545
   230.20    5.005    0.000    5.000    3.545
   230.30    5.005    0.000    5.000    3.544
   230.40    5.010    0.000    5.000    3.393
   230.50    5.010    0.000    5.000    3.391
   230.60    5.010    0.000    5.000    3.390
   230.70    5.010    0.000    5.000    3.389
   230.80    5.010    0.000    5.000    3.387
   230.90    5.010    0.000    5.000    3.386
   231.00    5.015    0.000    5.000    3.234
   231.10    5.015    0.000    5.000    3.232
   231.20    5.015    0.000    5.000    3.230
   231.30    5.015    0.000    5.000    3.228
   231.40    5.015    0.000    5.000    3.226
   231.50    5.015    0.000    5.000    3.224
   231.60    5.015    0.000    5.000    3.223
   231.70    5.015    0.000    5.000    3.221
   231.80    5.015    0.000    5.000    3.219
   231.90    5.020    0.000    5.000    3.066
   232.00    5.020    0.000    5.000    3.063
   232.10    5.020    0.000    5.000    3.061
   232.20    5.020    0.000    5.000    3.058
   232.30    5.020    0.000    5.000    3.056
   232.40    5.020    0.000    5.000    3.053
   232.50    5.020    0.000    5.000    3.050
   232.60    5.020    0.000    5.000    3.048
   232.70    5.025    0.000    5.000    2.895
   232.80    5.025    0.000    5.000    2.891
   232.90    5.025    0.000    5.000    2.888
   233.00    5.025    0.000    5.000    2.885
   233.10    5.025    0.000    5.000    2.882
   233.20    5.025    0.000    5.000    2.878
   233.30    5.025    0.000    5.000    2.875
   233.40    5.025    0.000    5.000    2.872
   233.50    5.030    0.000    5.000    2.718
   233.60    5.030    0.000    5.000    2.714
   233.70    5.030    0.000    5.000    2.710
   233.80    5.030    0.000    5.000    2.706
   233.90    5.030    0.000    5.000    2.702
   234.00    5.030    0.000    5.000    2.698
   234.10    5.030    0.000    5.000    2.694
   234.20    5.030    0.000    5.000    2.691
   234.30    5.030    0.000    5.000    2.687
   234.40    5.030    0.000    5.000    2.683
   234.50    5.030    0.000    5.000    2.679
   234.60    5.030    0.000    5.000    2.675
   234.70    5.035    0.000    5.000    2.520
   234.80    5.035    0.000    5.000    2.516
   234.90    5.035    0.000    5.000    2.511
   235.00    5.035    0.000    5.000    2.507
   235.10    5.035    0.000    5.000    2.502
   235.20    5.035    0.000    5.000    2.498
   235.30    5.035    0.000    5.000    2.493
   235.40    5.035    0.000    5.000    2.489
   235.50    5.035    0.000    5.000    2.484
   235.60    5.035    0.000    5.000    2.480
   235.70    5.035    0.000    5.000    2.475
   235.80    5.035    0.000    5.000    2.470
   235.90    5.035    0.000    5.000    2.466
   236.00    5.035    0.000    5.000    2.461
   236.10    5.035    0.000    5.000    2.457
   236.20    5.035    0.000    5.000    2.452
   236.30    5.035    0.000    5.000    2.448
   236.40    5.035    0.000    5.000    2.443
   236.50    5.035    0.000    5.000    2.439
   236.60    5.035    0.000    5.000    2.434
   236.70    5.035    0.000    5.000    2.429
   236.80    5.035    0.000    5.000    2.425
   236.90    5.035    0.000    5.000    2.420
   237.00    5.035    0.000    5.000    2.416
   237.10    5.035    0.000    5.000    2.411
   237.20    5.035    0.000    5.000    2.407
   237.30    5.035    0.000    5.000    2.402
   237.40    5.035    0.000    5.000    2.398
   237.50    5.035    0.000    5.000    2.393
   237.60    5.035    0.000    5.000    2.389
   237.70    5.035    0.000    5.000    2.384
   237.80    5.035    0.000    5.000    2.379
   237.90    5.035    0.000    5.000    2.375
   238.00    5.035    0.000    5.000    2.370
   238.10    5.035    0.000    5.000    2.366
   238.20    5.035    0.000    5.000    2.361
   238.30    5.035    0.000    5.000    2.357
   238.40    5.035    0.000    5.000    2.352
   238.50    5.035    0.000    5.000    2.348
   238.60    5.035    0.000    5.000    2.343
   238.70    5.035    0.000    5.000    2.338
   238.80    5.035    0.000    5.000    2.334
   238.90    5.035    0.000    5.000    2.329
   239.00    5.030    0.000    5.000    2.475
   239.10    5.030    0.000    5.000    2.472
   239.20    5.030    0.000    5.000    2.468
   239.30    5.030    0.000    5.000    2.464
   239.40    5.030    0.000    5.000    2.460
   239.50    5.030    0.000    5.000    2.456
   239.60    5.030    0.000    5.000    2.452
   239.70    5.030    0.000    5.000    2.448
   239.80    5.030    0.000    5.000    2.444
   239.90    5.030    0.000    5.000    2.440
   240.00    5.030    0.000    5.000    2.436
   240.10    5.030    0.000    5.000    2.433
   240.20    5.030    0.000    5.000    2.429
   240.30    5.030    0.000    5.000    2.425
   240.40    5.030    0.000    5.000    2.421
   240.50    5.030    0.000    5.000    2.417
   240.60    5.030    0.000    5.000    2.413
   240.70    5.030    0.000    5.000    2.409
   240.80    5.030    0.000    5.000    2.405
   240.90    5.030    0.000    5.000    2.401
   241.00    5.025    0.000    5.000    2.548
   241.10    5.025    0.000    5.000    2.545
   241.20    5.025    0.000    5.000    2.542
   241.30    5.025    0.000    5.000    2.538
   241.40    5.025    0.000    5.000    2.535
   241.50    5.025    0.000    5.000    2.532
   241.60    5.025    0.000    5.000    2.529
   241.70    5.025    0.000    5.000    2.525
   241.80    5.025    0.000    5.000    2.522
   241.90    5.025    0.000    5.000    2.519
   242.00    5.025    0.000    5.000    2.516
   242.10    5.025    0.000    5.000    2.512
   242.20    5.020    0.000    5.000    2.660
   242.30    5.020    0.000    5.000    2.657
   242.40    5.020    0.000    5.000    2.655
   242.50    5.020    0.000    5.000    2.652
   242.60    5.020    0.000    5.000    2.649
   242.70    5.020    0.000    5.000    2.647
   242.80    5.020    0.000    5.000    2.644
   242.90    5.020    0.000    5.000    2.642
   243.00    5.020    0.000    5.000    2.639
   243.10    5.020    0.000    5.000    2.636
   243.20    5.020    0.000    5.000    2.634
   243.30    5.015    0.000    5.000    2.782
   243.40    5.015    0.000    5.000    2.780
   243.50    5.015    0.000    5.000    2.778
   243.60    5.015    0.000    5.000    2.776
   243.70    5.015    0.000    5.000    2.774
   243.80    5.015    0.000    5.000    2.772
   243.90    5.015    0.000    5.000    2.770
   244.00    5.015    0.000    5.000    2.768
   244.10    5.015    0.000    5.000    2.766
   244.20    5.010    0.000    5.000    2.915
   244.30    5.010    0.000    5.000    2.914
   244.40    5.010    0.000    5.000    2.912
   244.50    5.010    0.000    5.000    2.911
   244.60    5.010    0.000    5.000    2.910
   244.70    5.005    0.000    5.000    3.059
   244.80    5.005    0.000    5.000    3.058
   244.90    5.005    0.000    5.000    3.058
   245.00    5.005    0.000    5.000    3.057
   245.10    5.005    0.000    5.000    3.056
   245.20    5.005    0.000    5.000    3.056
   245.30    5.005    0.000    5.000    3.055
   245.40    5.000    0.000    5.000    3.205
   245.50    5.000    0.000    5.000    3.205
   245.60    5.000    0.000    5.000    3.205
   245.70    5.000    0.000    5.000    3.205
   245.80    5.000    0.000    5.000    3.205
   245.90    5.000    0.000    5.000    3.205
   246.00    5.000    0.000    5.000    3.205
   246.10    5.000    0.000    5.000    3.205
   246.20    5.000    0.000    5.000    3.205
   246.30    4.995    0.000    5.000    3.356
   246.40    4.995    0.000    5.000    3.356
   246.50    4.995    0.000    5.000    3.357
   246.60    4.995    0.000    5.000    3.358
   246.70    4.995    0.000    5.000    3.358
   246.80    4.995    0.000    5.000    3.359
   246.90    4.990    0.000    5.000    3.510
   247.00    4.990    0.000    5.000    3.512
   247.10    4.990    0.000    5.000    3.513
   247.20    4.990    0.000    5.000    3.514
   247.30    4.990    0.000    5.000    3.516
   247.40    4.990    0.000    5.000    3.517
   247.50    4.990    0.000    5.000    3.518
   247.60    4.990    0.000    5.000    3.519
   247.70    4.990    0.000    5.000    3.521
   247.80    4.985    0.000    5.000    3.673
   247.90    4.985    0.000    5.000    3.675
   248.00    4.985    0.000    5.000    3.677
   248.10    4.985    0.000    5.000    3.679
   248.20    4.985    0.000    5.000    3.680
   248.30    4.985    0.000    5.000    3.682
   248.40    4.985    0.000    5.000    3.684
   248.50    4.985    0.000    5.000    3.686
   248.60    4.985    0.000    5.000    3.688
   248.70    4.985    0.000    5.000    3.690
   248.80    4.985    0.000    5.000    3.692
   248.90    4.985    0.000    5.000    3.694
   249.00    4.980    0.000    5.000    3.847
   249.10    4.980    0.000    5.000    3.849
   249.20    4.980    0.000    5.000    3.852
   249.30    4.980    0.000    5.000    3.855
   249.40    4.980    0.000    5.000    3.857
   249.50    4.980    0.000    5.000    3.860
   249.60    4.980    0.000    5.000    3.862
   249.70    4.980    0.000    5.000    3.865
   249.80    4.975    0.000    5.000    4.018
   249.90    4.975    0.000    5.000    4.021
   250.00    4.975    0.000    5.000    4.025
   250.10    4.975    0.000    5.000    4.028
   250.20    4.975    0.000    5.000    4.031
   250.30    4.975    0.000    5.000    4.034
   250.40    4.975    0.000    5.000    4.038
   250.50    4.975    0.000    5.000    4.041
   250.60    4.975    0.000    5.000    4.044
   250.70    4.975    0.000    5.000    4.047
   250.80    4.975    0.000    5.000    4.051
   250.90    4.975    0.000    5.000    4.054
   251.00    4.975    0.000    5.000    4.057
   251.10    4.975    0.000    5.000    4.060
   251.20    4.975    0.000    5.000    4.064
   251.30    4.975    0.000    5.000    4.067
   251.40    4.970    0.000    5.000    4.221
   251.50    4.970    0.000    5.000    4.225
   251.60    4.970    0.000    5.000    4.229
   251.70    4.970    0.000    5.000    4.233
   251.80    4.970    0.000    5.000    4.236
   251.90    4.970    0.000    5.000    4.240
   252.00    4.970    0.000    5.000    4.244
   252.10    4.970    0.000    5.000    4.248
   252.20    4.970    0.000    5.000    4.252
   252.30    4.970    0.000    5.000    4.256
   252.40    4.970    0.000    5.000    4.260
   252.50    4.970    0.000    5.000    4.264
   252.60    4.970    0.000    5.000    4.268
   252.70    4.970    0.000    5.000    4.272
   252.80    4.965    0.000    5.000    4.426
   252.90    4.965    0.000    5.000    4.431
   253.00    4.965    0.000    5.000    4.435
   253.10    4.965    0.000    5.000    4.440
   253.20    4.965    0.000    5.000    4.444
   253.30    4.965    0.000    5.000    4.449
   253.40    4.965    0.000    5.000    4.453
   253.50    4.965    0.000    5.000    4.458
   253.60    4.965    0.000    5.000    4.462
   253.70    4.965    0.000    5.000    4.467
   253.80    4.965    0.000    5.000    4.472
   253.90    4.965    0.000    5.000    4.476
   254.00    4.965    0.000    5.000    4.481
   254.10    4.965    0.000    5.000    4.485
   254.20    4.965    0.000    5.000    4.490
   254.30    4.965    0.000    5.000    4.494
   254.40    4.965    0.000    5.000    4.499
   254.50    4.965    0.000    5.000    4.503
   254.60    4.965    0.000    5.000    4.508
   254.70    4.965    0.000    5.000    4.513
   254.80    4.965    0.000    5.000    4.517
   254.90    4.965    0.000    5.000    4.522
   255.00    4.965    0.000    5.000    4.526
   255.10    4.965    0.000    5.000    4.531
   255.20    4.965    0.000    5.000    4.535
   255.30    4.965    0.000    5.000    4.540
   255.40    4.965    0.000    5.000    4.544
   255.50    4.965    0.000    5.000    4.549
   255.60    4.965    0.000    5.000    4.553
   255.70    4.965    0.000    5.000    4.558
   255.80    4.965    0.000    5.000    4.563
   255.90    4.970    0.000    5.000    4.417
   256.00    4.970    0.000    5.000    4.420
   256.10    4.970    0.000    5.000    4.424
   256.20    4.970    0.000    5.000    4.428
   256.30    4.970    0.000    5.000    4.432
   256.40    4.970    0.000    5.000    4.436
   256.50    4.970    0.000    5.000    4.440
   256.60    4.970    0.000    5.000    4.444
   256.70    4.970    0.000    5.000    4.448
   256.80    4.970    0.000    5.000    4.452
   256.90    4.970    0.000    5.000    4.456
   257.00    4.970    0.000    5.000    4.459
   257.10    4.970    0.000    5.000    4.463
   257.20    4.970    0.000    5.000    4.467
   257.30    4.970    0.000    5.000    4.471
   257.40    4.970    0.000    5.000    4.475
   257.50    4.970    0.000    5.000    4.479
   257.60    4.975    0.000    5.000    4.332
   257.70    4.975    0.000    5.000    4.335
   257.80    4.975    0.000    5.000    4.339
   257.90    4.975    0.000    5.000    4.342
   258.00    4.975    0.000    5.000    4.345
   258.10    4.975    0.000    5.000    4.348
   258.20    4.975    0.000    5.000    4.352
   258.30    4.975    0.000    5.000    4.355
   258.40    4.975    0.000    5.000    4.358
   258.50    4.975    0.000    5.000    4.361
   258.60    4.975    0.000    5.000    4.365
   258.70    4.975    0.000    5.000    4.368
   258.80    4.975    0.000    5.000    4.371
   258.90    4.975    0.000    5.000    4.374
   259.00    4.975    0.000    5.000    4.378
   259.10    4.975    0.000    5.000    4.381
   259.20    4.980    0.000    5.000    4.234
   259.30    4.980    0.000    5.000    4.236
   259.40    4.980    0.000    5.000    4.239
   259.50    4.980    0.000    5.000    4.241
   259.60    4.980    0.000    5.000    4.244
   259.70    4.980    0.000    5.000    4.247
   259.80    4.980    0.000    5.000    4.249
   259.90    4.980    0.000    5.000    4.252
   260.00    4.980    0.000    5.000    4.254
   260.10    4.980    0.000    5.000    4.257
   260.20    4.980    0.000    5.000    4.260
   260.30    4.980    0.000    5.000    4.262
   260.40    4.980    0.000    5.000    4.265
   260.50    4.985    0.000    5.000    4.117
   260.60    4.985    0.000    5.000    4.119
   260.70    4.985    0.000    5.000    4.121
   260.80    4.985    0.000    5.000    4.122
   260.90    4.985    0.000    5.000    4.124
   261.00    4.985    0.000    5.000    4.126
   261.10    4.985    0.000    5.000    4.128
   261.20    4.985    0.000    5.000    4.130
   261.30    4.990    0.000    5.000    3.982
   261.40    4.990    0.000    5.000    3.983
   261.50    4.990    0.000    5.000    3.984
   261.60    4.990    0.000    5.000    3.986
   261.70    4.990    0.000    5.000    3.987
   261.80    4.990    0.000    5.000    3.988
   261.90    4.990    0.000    5.000    3.989
   262.00    4.995    0.000    5.000    3.840
   262.10    4.995    0.000    5.000    3.841
   262.20    4.995    0.000    5.000    3.841
   262.30    4.995    0.000    5.000    3.842
   262.40    4.995    0.000    5.000    3.843
   262.50    4.995    0.000    5.000    3.843
   262.60    4.995    0.000    5.000    3.844
   262.70    4.995    0.000    5.000    3.845
   262.80    5.000    0.000    5.000    3.695
   262.90    5.000    0.000    5.000    3.695
   263.00    5.000    0.000    5.000    3.695
   263.10    5.000    0.000    5.000    3.695
   263.20    5.000    0.000    5.000    3.695
   263.30    5.000    0.000    5.000    3.695
   263.40    5.005    0.000    5.000    3.544
   263.50    5.005    0.000    5.000    3.543
   263.60    5.005    0.000    5.000    3.543
   263.70    5.005    0.000    5.000    3.542
   263.80    5.005    0.000    5.000    3.541
   263.90    5.005    0.000    5.000    3.541
   264.00    5.005    0.000    5.000    3.540
   264.10    5.005    0.000    5.000    3.539
   264.20    5.010    0.000    5.000    3.388
   264.30    5.010    0.000    5.000    3.387
   264.40    5.010    0.000    5.000    3.385
   264.50    5.010    0.000    5.000    3.384
   264.60    5.010    0.000    5.000    3.383
   264.70    5.010    0.000    5.000    3.382
   264.80    5.010    0.000    5.000    3.380
   264.90    5.010    0.000    5.000    3.379
   265.00    5.010    0.000    5.000    3.378
   265.10    5.010    0.000    5.000    3.376
   265.20    5.010    0.000    5.000    3.375
   265.30    5.015    0.000    5.000    3.223
   265.40    5.015    0.000    5.000    3.221
   265.50    5.015    0.000    5.000    3.219
   265.60    5.015    0.000    5.000    3.217
   265.70    5.015    0.000    5.000    3.215
   265.80    5.015    0.000    5.000    3.213
   265.90    5.015    0.000    5.000    3.211
   266.00    5.015    0.000    5.000    3.210
   266.10    5.015    0.000    5.000    3.208
   266.20    5.015    0.000    5.000    3.206
   266.30    5.020    0.000    5.000    3.053
   266.40    5.020    0.000    5.000    3.050
   266.50    5.020    0.000    5.000    3.048
   266.60    5.020    0.000    5.000    3.045
   266.70    5.020    0.000    5.000    3.043
   266.80    5.020    0.000    5.000    3.040
   266.90    5.020    0.000    5.000    3.037
   267.00    5.020    0.000    5.000    3.035
   267.10    5.020    0.000    5.000    3.032
   267.20    5.020    0.000    5.000    3.030
   267.30    5.020    0.000    5.000    3.027
   267.40    5.020    0.000    5.000    3.024
   267.50    5.020    0.000    5.000    3.022
   267.60    5.020    0.000    5.000    3.019
   267.70    5.025    0.000    5.000    2.866
   267.80    5.025    0.000    5.000    2.863
   267.90    5.025    0.000    5.000    2.859
   268.00    5.025    0.000    5.000    2.856
   268.10    5.025    0.000    5.000    2.853
   268.20    5.025    0.000    5.000    2.850
   268.30    5.025    0.000    5.000    2.846
   268.40    5.025    0.000    5.000    2.843
   268.50    5.025    0.000    5.000    2.840
   268.60    5.025    0.000    5.000    2.837
   268.70    5.025    0.000    5.000    2.833
   268.80    5.025    0.000    5.000    2.830
   268.90    5.025    0.000    5.000    2.827
   269.00    5.025    0.000    5.000    2.824
   269.10    5.025    0.000    5.000    2.820
   269.20    5.025    0.000    5.000    2.817
   269.30    5.025    0.000    5.000    2.814
   269.40    5.025    0.000    5.000    2.811
   269.50    5.025    0.000    5.000    2.807
   269.60    5.025    0.000    5.000    2.804
