Data export from TecQuipment CE2000

Data series 2

    Time       T1  shutter setpoint   PI o/p 
   597.60    4.990   10.000    5.000    1.991
   597.70    4.990   10.000    5.000    1.993
   597.80    4.990   10.000    5.000    1.994
   597.90    4.990   10.000    5.000    1.995
   598.00    4.990   10.000    5.000    1.997
   598.10    4.990   10.000    5.000    1.998
   598.20    4.990   10.000    5.000    1.999
   598.30    4.990   10.000    5.000    2.000
   598.40    4.990   10.000    5.000    2.002
   598.50    4.990   10.000    5.000    2.003
   598.60    4.995   10.000    5.000    1.854
   598.70    4.995   10.000    5.000    1.854
   598.80    4.995   10.000    5.000    1.855
   598.90    4.995   10.000    5.000    1.856
   599.00    4.995   10.000    5.000    1.856
   599.10    4.995   10.000    5.000    1.857
   599.20    4.995   10.000    5.000    1.858
   599.30    4.995   10.000    5.000    1.858
   599.40    4.995   10.000    5.000    1.859
   599.50    4.995   10.000    5.000    1.860
   599.60    4.995   10.000    5.000    1.860
   599.70    4.995   10.000    5.000    1.861
   599.80    4.995   10.000    5.000    1.861
   599.90    4.995   10.000    5.000    1.862
   600.00    4.995   10.000    5.000    1.863
   600.10    4.995   10.000    5.000    1.863
   600.20    4.995   10.000    5.000    1.864
   600.30    4.995   10.000    5.000    1.865
   600.40    4.995   10.000    5.000    1.865
   600.50    5.000   10.000    5.000    1.715
   600.60    5.000   10.000    5.000    1.715
   600.70    5.000   10.000    5.000    1.715
   600.80    5.000   10.000    5.000    1.715
   600.90    5.000   10.000    5.000    1.715
   601.00    5.000   10.000    5.000    1.715
   601.10    5.000   10.000    5.000    1.715
   601.20    5.000   10.000    5.000    1.715
   601.30    5.000   10.000    5.000    1.715
   601.40    5.000   10.000    5.000    1.715
   601.50    5.000   10.000    5.000    1.715
   601.60    5.000   10.000    5.000    1.715
   601.70    5.000   10.000    5.000    1.715
   601.80    5.000   10.000    5.000    1.715
   601.90    5.000   10.000    5.000    1.715
   602.00    5.000   10.000    5.000    1.715
   602.10    5.000   10.000    5.000    1.715
   602.20    5.005   10.000    5.000    1.565
   602.30    5.005   10.000    5.000    1.564
   602.40    5.005   10.000    5.000    1.563
   602.50    5.005   10.000    5.000    1.563
   602.60    5.005   10.000    5.000    1.562
   602.70    5.005   10.000    5.000    1.561
   602.80    5.005   10.000    5.000    1.561
   602.90    5.005   10.000    5.000    1.560
   603.00    5.005   10.000    5.000    1.559
   603.10    5.005   10.000    5.000    1.559
   603.20    5.005   10.000    5.000    1.558
   603.30    5.005   10.000    5.000    1.558
   603.40    5.005   10.000    5.000    1.557
   603.50    5.005   10.000    5.000    1.556
   603.60    5.005   10.000    5.000    1.556
   603.70    5.005   10.000    5.000    1.555
   603.80    5.005   10.000    5.000    1.554
   603.90    5.005   10.000    5.000    1.554
   604.00    5.005   10.000    5.000    1.553
   604.10    5.005   10.000    5.000    1.552
   604.20    5.005   10.000    5.000    1.552
   604.30    5.010   10.000    5.000    1.400
   604.40    5.005   10.000    5.000    1.550
   604.50    5.010   10.000    5.000    1.398
   604.60    5.010   10.000    5.000    1.397
   604.70    5.010   10.000    5.000    1.396
   604.80    5.010   10.000    5.000    1.395
   604.90    5.010   10.000    5.000    1.393
   605.00    5.010   10.000    5.000    1.392
   605.10    5.010   10.000    5.000    1.391
   605.20    5.010   10.000    5.000    1.389
   605.30    5.010   10.000    5.000    1.388
   605.40    5.010   10.000    5.000    1.387
   605.50    5.010   10.000    5.000    1.385
   605.60    5.010   10.000    5.000    1.384
   605.70    5.010   10.000    5.000    1.383
   605.80    5.010   10.000    5.000    1.382
   605.90    5.010   10.000    5.000    1.380
   606.00    5.010   10.000    5.000    1.379
   606.10    5.010   10.000    5.000    1.378
   606.20    5.010   10.000    5.000    1.376
   606.30    5.010   10.000    5.000    1.375
   606.40    5.010   10.000    5.000    1.374
   606.50    5.010   10.000    5.000    1.372
   606.60    5.010   10.000    5.000    1.371
   606.70    5.010   10.000    5.000    1.370
   606.80    5.010   10.000    5.000    1.369
   606.90    5.010   10.000    5.000    1.367
   607.00    5.010   10.000    5.000    1.366
   607.10    5.010   10.000    5.000    1.365
   607.20    5.010   10.000    5.000    1.363
   607.30    5.010   10.000    5.000    1.362
   607.40    5.010   10.000    5.000    1.361
   607.50    5.010   10.000    5.000    1.359
   607.60    5.010   10.000    5.000    1.358
   607.70    5.010   10.000    5.000    1.357
   607.80    5.010   10.000    5.000    1.356
   607.90    5.010   10.000    5.000    1.354
   608.00    5.010   10.000    5.000    1.353
   608.10    5.010   10.000    5.000    1.352
   608.20    5.010   10.000    5.000    1.350
   608.30    5.010   10.000    5.000    1.349
   608.40    5.010   10.000    5.000    1.348
   608.50    5.010   10.000    5.000    1.346
   608.60    5.010   10.000    5.000    1.345
   608.70    5.010   10.000    5.000    1.344
   608.80    5.010   10.000    5.000    1.343
   608.90    5.010   10.000    5.000    1.341
   609.00    5.015   10.000    5.000    1.189
   609.10    5.010   10.000    5.000    1.338
   609.20    5.015   10.000    5.000    1.186
   609.30    5.015   10.000    5.000    1.184
   609.40    5.015   10.000    5.000    1.182
   609.50    5.015   10.000    5.000    1.180
   609.60    5.015   10.000    5.000    1.178
   609.70    5.015   10.000    5.000    1.176
   609.80    5.015   10.000    5.000    1.174
   609.90    5.015   10.000    5.000    1.172
   610.00    5.010   10.000    5.000    1.321
   610.10    5.010   10.000    5.000    1.320
   610.20    5.010   10.000    5.000    1.318
   610.30    5.010   10.000    5.000    1.317
   610.40    5.010   10.000    5.000    1.316
   610.50    5.010   10.000    5.000    1.315
   610.60    5.010   10.000    5.000    1.313
   610.70    5.010   10.000    5.000    1.312
   610.80    5.010   10.000    5.000    1.311
   610.90    5.010   10.000    5.000    1.309
   611.00    5.010   10.000    5.000    1.308
   611.10    5.010   10.000    5.000    1.307
   611.20    5.010   10.000    5.000    1.305
   611.30    5.010   10.000    5.000    1.304
   611.40    5.010   10.000    5.000    1.303
   611.50    5.010   10.000    5.000    1.302
   611.60    5.010   10.000    5.000    1.300
   611.70    5.010   10.000    5.000    1.299
   611.80    5.010   10.000    5.000    1.298
   611.90    5.010   10.000    5.000    1.296
   612.00    5.010   10.000    5.000    1.295
   612.10    5.010   10.000    5.000    1.294
   612.20    5.010   10.000    5.000    1.292
   612.30    5.010   10.000    5.000    1.291
   612.40    5.010   10.000    5.000    1.290
   612.50    5.010   10.000    5.000    1.289
   612.60    5.010   10.000    5.000    1.287
   612.70    5.010   10.000    5.000    1.286
   612.80    5.010   10.000    5.000    1.285
   612.90    5.010   10.000    5.000    1.283
   613.00    5.010   10.000    5.000    1.282
   613.10    5.010   10.000    5.000    1.281
   613.20    5.005   10.000    5.000    1.430
   613.30    5.010   10.000    5.000    1.279
   613.40    5.005   10.000    5.000    1.428
   613.50    5.010   10.000    5.000    1.277
   613.60    5.005   10.000    5.000    1.426
   613.70    5.005   10.000    5.000    1.426
   613.80    5.005   10.000    5.000    1.425
   613.90    5.005   10.000    5.000    1.424
   614.00    5.005   10.000    5.000    1.424
   614.10    5.005   10.000    5.000    1.423
   614.20    5.005   10.000    5.000    1.422
   614.30    5.005   10.000    5.000    1.422
   614.40    5.005   10.000    5.000    1.421
   614.50    5.005   10.000    5.000    1.420
   614.60    5.005   10.000    5.000    1.420
   614.70    5.005   10.000    5.000    1.419
   614.80    5.005   10.000    5.000    1.418
   614.90    5.005   10.000    5.000    1.418
   615.00    5.005   10.000    5.000    1.417
   615.10    5.005   10.000    5.000    1.416
   615.20    5.005   10.000    5.000    1.416
   615.30    5.005   10.000    5.000    1.415
   615.40    5.005   10.000    5.000    1.415
   615.50    5.005   10.000    5.000    1.414
   615.60    5.005   10.000    5.000    1.413
   615.70    5.005   10.000    5.000    1.413
   615.80    5.005   10.000    5.000    1.412
   615.90    5.005   10.000    5.000    1.411
   616.00    5.005   10.000    5.000    1.411
   616.10    5.005   10.000    5.000    1.410
   616.20    5.000   10.000    5.000    1.560
   616.30    5.005   10.000    5.000    1.409
   616.40    5.005   10.000    5.000    1.409
   616.50    5.000   10.000    5.000    1.559
   616.60    5.000   10.000    5.000    1.559
   616.70    5.000   10.000    5.000    1.559
   616.80    5.000   10.000    5.000    1.559
   616.90    5.000   10.000    5.000    1.559
   617.00    5.000   10.000    5.000    1.559
   617.10    5.000   10.000    5.000    1.559
   617.20    5.000   10.000    5.000    1.559
   617.30    5.000   10.000    5.000    1.559
   617.40    5.000   10.000    5.000    1.559
   617.50    5.000   10.000    5.000    1.559
   617.60    5.000   10.000    5.000    1.559
   617.70    5.000   10.000    5.000    1.559
   617.80    5.000   10.000    5.000    1.559
   617.90    5.000   10.000    5.000    1.559
   618.00    5.000   10.000    5.000    1.559
   618.10    5.000   10.000    5.000    1.559
   618.20    5.000   10.000    5.000    1.559
   618.30    5.000   10.000    5.000    1.559
   618.40    5.000   10.000    5.000    1.559
   618.50    5.000   10.000    5.000    1.559
   618.60    5.000   10.000    5.000    1.559
   618.70    5.000   10.000    5.000    1.559
   618.80    5.000   10.000    5.000    1.559
   618.90    5.000   10.000    5.000    1.559
   619.00    5.000   10.000    5.000    1.559
   619.10    5.000   10.000    5.000    1.559
   619.20    5.000   10.000    5.000    1.559
   619.30    5.000   10.000    5.000    1.559
   619.40    5.000   10.000    5.000    1.559
   619.50    5.000   10.000    5.000    1.559
   619.60    5.000   10.000    5.000    1.559
   619.70    5.000   10.000    5.000    1.559
   619.80    5.000   10.000    5.000    1.559
   619.90    5.000   10.000    5.000    1.559
   620.00    5.000   10.000    5.000    1.559
   620.10    5.000   10.000    5.000    1.559
   620.20    5.000   10.000    5.000    1.559
   620.30    5.000   10.000    5.000    1.559
   620.40    4.995   10.000    5.000    1.709
   620.50    4.995   10.000    5.000    1.710
   620.60    4.995   10.000    5.000    1.711
   620.70    4.995   10.000    5.000    1.711
   620.80    4.995   10.000    5.000    1.712
   620.90    4.995   10.000    5.000    1.713
   621.00    4.995   10.000    5.000    1.713
   621.10    4.995   10.000    5.000    1.714
   621.20    4.995   10.000    5.000    1.715
   621.30    4.995   10.000    5.000    1.715
   621.40    4.995   10.000    5.000    1.716
   621.50    4.995   10.000    5.000    1.716
   621.60    4.995   10.000    5.000    1.717
   621.70    4.995   10.000    5.000    1.718
   621.80    4.995   10.000    5.000    1.718
   621.90    4.995   10.000    5.000    1.719
   622.00    4.995   10.000    5.000    1.720
   622.10    4.995   10.000    5.000    1.720
   622.20    4.995   10.000    5.000    1.721
   622.30    4.995   10.000    5.000    1.722
   622.40    4.995   10.000    5.000    1.722
   622.50    4.995   10.000    5.000    1.723
   622.60    4.995   10.000    5.000    1.724
   622.70    4.995   10.000    5.000    1.724
   622.80    4.995   10.000    5.000    1.725
   622.90    4.995   10.000    5.000    1.726
   623.00    4.995   10.000    5.000    1.726
   623.10    4.995   10.000    5.000    1.727
   623.20    4.995   10.000    5.000    1.728
   623.30    4.995   10.000    5.000    1.728
   623.40    4.995   10.000    5.000    1.729
   623.50    4.995   10.000    5.000    1.729
   623.60    4.995   10.000    5.000    1.730
   623.70    4.995   10.000    5.000    1.731
   623.80    4.995   10.000    5.000    1.731
   623.90    4.995   10.000    5.000    1.732
   624.00    4.995   10.000    5.000    1.733
   624.10    4.995   10.000    5.000    1.733
   624.20    4.995   10.000    5.000    1.734
   624.30    4.995   10.000    5.000    1.735
   624.40    4.995   10.000    5.000    1.735
   624.50    4.995   10.000    5.000    1.736
   624.60    4.995   10.000    5.000    1.737
   624.70    4.990   10.000    5.000    1.888
   624.80    4.990   10.000    5.000    1.889
   624.90    4.995   10.000    5.000    1.740
   625.00    4.990   10.000    5.000    1.891
   625.10    4.990   10.000    5.000    1.893
   625.20    4.990   10.000    5.000    1.894
   625.30    4.990   10.000    5.000    1.895
   625.40    4.995   10.000    5.000    1.746
   625.50    4.990   10.000    5.000    1.897
   625.60    4.995   10.000    5.000    1.748
   625.70    4.990   10.000    5.000    1.899
   625.80    4.995   10.000    5.000    1.750
   625.90    4.995   10.000    5.000    1.750
   626.00    4.990   10.000    5.000    1.902
   626.10    4.995   10.000    5.000    1.752
   626.20    4.995   10.000    5.000    1.753
   626.30    4.995   10.000    5.000    1.754
   626.40    4.995   10.000    5.000    1.754
   626.50    4.995   10.000    5.000    1.755
   626.60    4.990   10.000    5.000    1.906
   626.70    4.990   10.000    5.000    1.907
   626.80    4.990   10.000    5.000    1.909
   626.90    4.990   10.000    5.000    1.910
   627.00    4.990   10.000    5.000    1.911
   627.10    4.990   10.000    5.000    1.913
   627.20    4.990   10.000    5.000    1.914
   627.30    4.990   10.000    5.000    1.915
   627.40    4.990   10.000    5.000    1.917
   627.50    4.990   10.000    5.000    1.918
   627.60    4.990   10.000    5.000    1.919
   627.70    4.990   10.000    5.000    1.920
   627.80    4.990   10.000    5.000    1.922
   627.90    4.990   10.000    5.000    1.923
   628.00    4.990   10.000    5.000    1.924
   628.10    4.990   10.000    5.000    1.926
   628.20    4.990   10.000    5.000    1.927
   628.30    4.990   10.000    5.000    1.928
   628.40    4.990   10.000    5.000    1.930
   628.50    4.990   10.000    5.000    1.931
   628.60    4.990   10.000    5.000    1.932
   628.70    4.990   10.000    5.000    1.933
   628.80    4.990   10.000    5.000    1.935
   628.90    4.990   10.000    5.000    1.936
   629.00    4.990   10.000    5.000    1.937
   629.10    4.995   10.000    5.000    1.788
   629.20    4.995   10.000    5.000    1.789
   629.30    4.995   10.000    5.000    1.789
   629.40    4.995   10.000    5.000    1.790
   629.50    4.995   10.000    5.000    1.791
   629.60    4.995   10.000    5.000    1.791
   629.70    4.995   10.000    5.000    1.792
   629.80    4.995   10.000    5.000    1.793
   629.90    4.995   10.000    5.000    1.793
   630.00    4.990   10.000    5.000    1.945
   630.10    4.990   10.000    5.000    1.946
   630.20    4.990   10.000    5.000    1.947
   630.30    4.990   10.000    5.000    1.948
   630.40    4.990   10.000    5.000    1.950
   630.50    4.990   10.000    5.000    1.951
   630.60    4.990   10.000    5.000    1.952
   630.70    4.990   10.000    5.000    1.954
   630.80    4.990   10.000    5.000    1.955
   630.90    4.995   10.000    5.000    1.806
   631.00    4.995   10.000    5.000    1.806
   631.10    4.995   10.000    5.000    1.807
   631.20    4.995   10.000    5.000    1.808
   631.30    4.995   10.000    5.000    1.808
   631.40    4.990   10.000    5.000    1.959
   631.50    4.990   10.000    5.000    1.961
   631.60    4.995   10.000    5.000    1.811
   631.70    4.995   10.000    5.000    1.812
   631.80    4.995   10.000    5.000    1.813
   631.90    4.995   10.000    5.000    1.813
   632.00    4.995   10.000    5.000    1.814
   632.10    4.995   10.000    5.000    1.815
   632.20    4.995   10.000    5.000    1.815
   632.30    4.995   10.000    5.000    1.816
   632.40    4.995   10.000    5.000    1.817
   632.50    4.995   10.000    5.000    1.817
   632.60    4.995   10.000    5.000    1.818
   632.70    4.995   10.000    5.000    1.819
   632.80    4.995   10.000    5.000    1.819
   632.90    4.995   10.000    5.000    1.820
   633.00    4.995   10.000    5.000    1.821
   633.10    4.995   10.000    5.000    1.821
   633.20    4.995   10.000    5.000    1.822
   633.30    4.995   10.000    5.000    1.822
   633.40    4.995   10.000    5.000    1.823
   633.50    4.995   10.000    5.000    1.824
   633.60    4.995   10.000    5.000    1.824
   633.70    4.995   10.000    5.000    1.825
   633.80    4.995   10.000    5.000    1.826
   633.90    4.995   10.000    5.000    1.826
   634.00    4.995   10.000    5.000    1.827
   634.10    4.995   10.000    5.000    1.828
   634.20    4.995   10.000    5.000    1.828
   634.30    4.995   10.000    5.000    1.829
   634.40    4.995   10.000    5.000    1.830
   634.50    4.995   10.000    5.000    1.830
   634.60    5.000   10.000    5.000    1.680
   634.70    4.995   10.000    5.000    1.831
   634.80    5.000   10.000    5.000    1.681
   634.90    5.000   10.000    5.000    1.681
   635.00    5.000   10.000    5.000    1.681
   635.10    5.000   10.000    5.000    1.681
   635.20    5.000   10.000    5.000    1.681
   635.30    5.000   10.000    5.000    1.681
   635.40    5.000   10.000    5.000    1.681
   635.50    5.000   10.000    5.000    1.681
   635.60    5.000   10.000    5.000    1.681
   635.70    5.000   10.000    5.000    1.681
   635.80    5.000   10.000    5.000    1.681
   635.90    5.000   10.000    5.000    1.681
   636.00    5.000   10.000    5.000    1.681
   636.10    5.000   10.000    5.000    1.681
   636.20    5.000   10.000    5.000    1.681
   636.30    5.000   10.000    5.000    1.681
   636.40    5.000   10.000    5.000    1.681
   636.50    5.000   10.000    5.000    1.681
   636.60    5.000   10.000    5.000    1.681
   636.70    5.000   10.000    5.000    1.681
   636.80    5.000   10.000    5.000    1.681
   636.90    5.000   10.000    5.000    1.681
   637.00    5.000   10.000    5.000    1.681
   637.10    5.000   10.000    5.000    1.681
   637.20    5.000   10.000    5.000    1.681
   637.30    5.000   10.000    5.000    1.681
   637.40    5.000   10.000    5.000    1.681
   637.50    5.000   10.000    5.000    1.681
   637.60    5.000   10.000    5.000    1.681
   637.70    5.000   10.000    5.000    1.681
   637.80    5.000   10.000    5.000    1.681
   637.90    5.000   10.000    5.000    1.681
   638.00    5.000   10.000    5.000    1.681
   638.10    5.000   10.000    5.000    1.681
   638.20    5.000   10.000    5.000    1.681
   638.30    5.000   10.000    5.000    1.681
   638.40    5.000   10.000    5.000    1.681
   638.50    5.000   10.000    5.000    1.681
   638.60    5.000   10.000    5.000    1.681
   638.70    5.000   10.000    5.000    1.681
   638.80    5.000   10.000    5.000    1.681
   638.90    5.000   10.000    5.000    1.681
   639.00    5.000   10.000    5.000    1.681
   639.10    5.000   10.000    5.000    1.681
   639.20    5.000   10.000    5.000    1.681
   639.30    5.000   10.000    5.000    1.681
   639.40    5.000   10.000    5.000    1.681
   639.50    5.000   10.000    5.000    1.681
   639.60    5.000   10.000    5.000    1.681
   639.70    5.000   10.000    5.000    1.681
   639.80    5.000   10.000    5.000    1.681
   639.90    5.005   10.000    5.000    1.530
   640.00    5.000   10.000    5.000    1.680
   640.10    5.005   10.000    5.000    1.530
   640.20    5.005   10.000    5.000    1.529
   640.30    5.005   10.000    5.000    1.528
   640.40    5.005   10.000    5.000    1.528
   640.50    5.005   10.000    5.000    1.527
   640.60    5.005   10.000    5.000    1.526
   640.70    5.005   10.000    5.000    1.526
   640.80    5.005   10.000    5.000    1.525
   640.90    5.005   10.000    5.000    1.524
   641.00    5.005   10.000    5.000    1.524
   641.10    5.005   10.000    5.000    1.523
   641.20    5.005   10.000    5.000    1.522
   641.30    5.005   10.000    5.000    1.522
   641.40    5.005   10.000    5.000    1.521
   641.50    5.005   10.000    5.000    1.520
   641.60    5.005   10.000    5.000    1.520
   641.70    5.005   10.000    5.000    1.519
   641.80    5.005   10.000    5.000    1.519
   641.90    5.005   10.000    5.000    1.518
   642.00    5.005   10.000    5.000    1.517
   642.10    5.005   10.000    5.000    1.517
   642.20    5.005   10.000    5.000    1.516
   642.30    5.005   10.000    5.000    1.515
   642.40    5.005   10.000    5.000    1.515
   642.50    5.005   10.000    5.000    1.514
   642.60    5.005   10.000    5.000    1.513
   642.70    5.005   10.000    5.000    1.513
   642.80    5.005   10.000    5.000    1.512
   642.90    5.005   10.000    5.000    1.511
   643.00    5.005   10.000    5.000    1.511
   643.10    5.005   10.000    5.000    1.510
   643.20    5.005   10.000    5.000    1.509
   643.30    5.005   10.000    5.000    1.509
   643.40    5.005   10.000    5.000    1.508
   643.50    5.005   10.000    5.000    1.507
   643.60    5.005   10.000    5.000    1.507
   643.70    5.005   10.000    5.000    1.506
   643.80    5.005   10.000    5.000    1.506
   643.90    5.005   10.000    5.000    1.505
   644.00    5.005   10.000    5.000    1.504
   644.10    5.005   10.000    5.000    1.504
   644.20    5.005   10.000    5.000    1.503
   644.30    5.005   10.000    5.000    1.502
   644.40    5.005   10.000    5.000    1.502
   644.50    5.005   10.000    5.000    1.501
   644.60    5.005   10.000    5.000    1.500
   644.70    5.005   10.000    5.000    1.500
   644.80    5.005   10.000    5.000    1.499
   644.90    5.005   10.000    5.000    1.498
   645.00    5.005   10.000    5.000    1.498
   645.10    5.005   10.000    5.000    1.497
   645.20    5.005   10.000    5.000    1.496
   645.30    5.005   10.000    5.000    1.496
   645.40    5.005   10.000    5.000    1.495
   645.50    5.005   10.000    5.000    1.494
   645.60    5.005   10.000    5.000    1.494
   645.70    5.005   10.000    5.000    1.493
   645.80    5.005   10.000    5.000    1.493
   645.90    5.005   10.000    5.000    1.492
   646.00    5.005   10.000    5.000    1.491
   646.10    5.005   10.000    5.000    1.491
   646.20    5.005   10.000    5.000    1.490
   646.30    5.005   10.000    5.000    1.489
   646.40    5.005   10.000    5.000    1.489
   646.50    5.005   10.000    5.000    1.488
   646.60    5.005   10.000    5.000    1.487
   646.70    5.005   10.000    5.000    1.487
   646.80    5.005   10.000    5.000    1.486
   646.90    5.005   10.000    5.000    1.485
   647.00    5.005   10.000    5.000    1.485
   647.10    5.005   10.000    5.000    1.484
   647.20    5.005   10.000    5.000    1.483
   647.30    5.005   10.000    5.000    1.483
   647.40    5.005   10.000    5.000    1.482
   647.50    5.005   10.000    5.000    1.481
   647.60    5.005   10.000    5.000    1.481
   647.70    5.005   10.000    5.000    1.480
   647.80    5.005   10.000    5.000    1.480
   647.90    5.005   10.000    5.000    1.479
   648.00    5.005   10.000    5.000    1.478
   648.10    5.005   10.000    5.000    1.478
   648.20    5.005   10.000    5.000    1.477
   648.30    5.005   10.000    5.000    1.476
   648.40    5.005   10.000    5.000    1.476
   648.50    5.005   10.000    5.000    1.475
   648.60    5.005   10.000    5.000    1.474
   648.70    5.005   10.000    5.000    1.474
   648.80    5.000   10.000    5.000    1.624
   648.90    5.000   10.000    5.000    1.624
   649.00    5.000   10.000    5.000    1.624
   649.10    5.000   10.000    5.000    1.624
   649.20    5.000   10.000    5.000    1.624
   649.30    5.000   10.000    5.000    1.624
   649.40    5.000   10.000    5.000    1.624
   649.50    5.000   10.000    5.000    1.624
   649.60    5.000   10.000    5.000    1.624
   649.70    5.000   10.000    5.000    1.624
   649.80    5.000   10.000    5.000    1.624
   649.90    5.000   10.000    5.000    1.624
   650.00    5.000   10.000    5.000    1.624
   650.10    5.000   10.000    5.000    1.624
   650.20    5.000   10.000    5.000    1.624
   650.30    5.000   10.000    5.000    1.624
   650.40    5.000   10.000    5.000    1.624
   650.50    5.000   10.000    5.000    1.624
   650.60    5.000   10.000    5.000    1.624
   650.70    5.000   10.000    5.000    1.624
   650.80    5.000   10.000    5.000    1.624
   650.90    5.000   10.000    5.000    1.624
   651.00    5.000   10.000    5.000    1.624
   651.10    5.000   10.000    5.000    1.624
   651.20    5.000   10.000    5.000    1.624
   651.30    5.000   10.000    5.000    1.624
   651.40    5.000   10.000    5.000    1.624
   651.50    5.000   10.000    5.000    1.624
   651.60    5.000   10.000    5.000    1.624
   651.70    5.000   10.000    5.000    1.624
   651.80    5.000   10.000    5.000    1.624
   651.90    5.000   10.000    5.000    1.624
   652.00    5.000   10.000    5.000    1.624
   652.10    5.000   10.000    5.000    1.624
   652.20    5.000   10.000    5.000    1.624
   652.30    5.000   10.000    5.000    1.624
   652.40    5.000   10.000    5.000    1.624
   652.50    5.000   10.000    5.000    1.624
   652.60    5.000   10.000    5.000    1.624
   652.70    5.000   10.000    5.000    1.624
   652.80    5.000   10.000    5.000    1.624
   652.90    5.000   10.000    5.000    1.624
   653.00    5.000   10.000    5.000    1.624
   653.10    5.000   10.000    5.000    1.624
   653.20    5.000   10.000    5.000    1.624
   653.30    5.000   10.000    5.000    1.624
   653.40    5.000   10.000    5.000    1.624
   653.50    5.000   10.000    5.000    1.624
   653.60    5.000   10.000    5.000    1.624
   653.70    5.000   10.000    5.000    1.624
   653.80    5.000   10.000    5.000    1.624
   653.90    5.000   10.000    5.000    1.624
   654.00    5.000   10.000    5.000    1.624
   654.10    5.000   10.000    5.000    1.624
   654.20    5.000   10.000    5.000    1.624
   654.30    5.000   10.000    5.000    1.624
   654.40    5.000   10.000    5.000    1.624
   654.50    5.000   10.000    5.000    1.624
   654.60    5.000   10.000    5.000    1.624
   654.70    5.000   10.000    5.000    1.624
   654.80    5.000   10.000    5.000    1.624
   654.90    5.000   10.000    5.000    1.624
   655.00    5.000   10.000    5.000    1.624
   655.10    5.000   10.000    5.000    1.624
   655.20    5.000   10.000    5.000    1.624
   655.30    5.000   10.000    5.000    1.624
   655.40    5.000   10.000    5.000    1.624
   655.50    5.000   10.000    5.000    1.624
   655.60    5.000   10.000    5.000    1.624
   655.70    5.000   10.000    5.000    1.624
   655.80    5.000   10.000    5.000    1.624
   655.90    5.000   10.000    5.000    1.624
   656.00    5.000   10.000    5.000    1.624
   656.10    5.000   10.000    5.000    1.624
   656.20    5.000   10.000    5.000    1.624
   656.30    5.000   10.000    5.000    1.624
   656.40    5.000   10.000    5.000    1.624
   656.50    5.000   10.000    5.000    1.624
   656.60    4.995   10.000    5.000    1.774
   656.70    4.995   10.000    5.000    1.775
   656.80    4.995   10.000    5.000    1.776
   656.90    5.000   10.000    5.000    1.626
   657.00    4.995   10.000    5.000    1.776
   657.10    4.995   10.000    5.000    1.777
   657.20    4.995   10.000    5.000    1.778
   657.30    5.000   10.000    5.000    1.628
   657.40    4.995   10.000    5.000    1.778
   657.50    5.000   10.000    5.000    1.628
   657.60    4.995   10.000    5.000    1.779
   657.70    4.995   10.000    5.000    1.780
   657.80    4.995   10.000    5.000    1.780
   657.90    4.995   10.000    5.000    1.781
   658.00    4.995   10.000    5.000    1.782
   658.10    4.995   10.000    5.000    1.782
   658.20    4.995   10.000    5.000    1.783
   658.30    4.995   10.000    5.000    1.783
   658.40    4.995   10.000    5.000    1.784
   658.50    4.995   10.000    5.000    1.785
   658.60    4.995   10.000    5.000    1.785
   658.70    4.995   10.000    5.000    1.786
   658.80    4.995   10.000    5.000    1.787
   658.90    4.995   10.000    5.000    1.787
   659.00    4.995   10.000    5.000    1.788
   659.10    4.995   10.000    5.000    1.789
   659.20    4.995   10.000    5.000    1.789
   659.30    4.995   10.000    5.000    1.790
   659.40    4.995   10.000    5.000    1.791
   659.50    4.995   10.000    5.000    1.791
   659.60    4.995   10.000    5.000    1.792
   659.70    4.995   10.000    5.000    1.793
   659.80    4.995   10.000    5.000    1.793
   659.90    4.995   10.000    5.000    1.794
   660.00    4.995   10.000    5.000    1.795
   660.10    4.995   10.000    5.000    1.795
   660.20    4.995   10.000    5.000    1.796
   660.30    4.995   10.000    5.000    1.796
   660.40    4.995   10.000    5.000    1.797
   660.50    4.995   10.000    5.000    1.798
   660.60    4.995   10.000    5.000    1.798
   660.70    4.995   10.000    5.000    1.799
   660.80    4.995   10.000    5.000    1.800
   660.90    4.995   10.000    5.000    1.800
   661.00    4.995   10.000    5.000    1.801
   661.10    4.995   10.000    5.000    1.802
   661.20    4.995   10.000    5.000    1.802
   661.30    4.995   10.000    5.000    1.803
   661.40    4.995   10.000    5.000    1.804
   661.50    4.995   10.000    5.000    1.804
   661.60    4.995   10.000    5.000    1.805
   661.70    4.995   10.000    5.000    1.806
   661.80    4.995   10.000    5.000    1.806
   661.90    4.995   10.000    5.000    1.807
   662.00    4.995   10.000    5.000    1.808
   662.10    4.995   10.000    5.000    1.808
   662.20    4.995   10.000    5.000    1.809
   662.30    4.995   10.000    5.000    1.809
   662.40    4.995   10.000    5.000    1.810
   662.50    4.995   10.000    5.000    1.811
   662.60    4.995   10.000    5.000    1.811
   662.70    4.995   10.000    5.000    1.812
   662.80    4.995   10.000    5.000    1.813
   662.90    4.995   10.000    5.000    1.813
   663.00    4.995   10.000    5.000    1.814
   663.10    4.995   10.000    5.000    1.815
   663.20    4.995   10.000    5.000    1.815
   663.30    4.995   10.000    5.000    1.816
   663.40    4.995   10.000    5.000    1.817
   663.50    4.995   10.000    5.000    1.817
   663.60    4.995   10.000    5.000    1.818
   663.70    4.995   10.000    5.000    1.819
   663.80    4.995   10.000    5.000    1.819
   663.90    4.995   10.000    5.000    1.820
